342144,-0.54,0.34,-0.81,44.59,58.66,31.36,0,0,2662
342152,-0.49,0.39,-0.78,47.11,45.85,27.65,0,0,2670
342160,-0.48,0.47,-0.67,39.41,30.87,23.31,0,0,2678
342167,-0.53,0.46,-0.58,24.92,15.96,16.38,0,0,2685
342175,-0.57,0.42,-0.54,9.59,2.45,5.46,0,0,2693
342183,-0.67,0.39,-0.52,-4.41,-15.96,-8.47,0,0,2701
342191,-0.67,0.33,-0.52,-17.57,-29.05,-21.77,0,0,2709
342199,-0.65,0.24,-0.52,-24.5,-43.05,-32.62,0,0,2717
342207,-0.62,0.15,-0.51,-21.14,-56.98,-42.35,0,0,2725
342215,-0.57,0.06,-0.52,-13.86,-68.88,-51.66,0,0,2733
342223,-0.51,0.06,-0.55,-3.78,-82.95,-56.49,0,0,2741
342231,-0.5,0.11,-0.59,6.65,-92.47,-60.97,0,0,2749
342239,-0.48,0.15,-0.63,21.56,-101.15,-65.52,0,0,2757
342246,-0.49,0.17,-0.65,29.26,-108.71,-70.07,0,0,2764
342254,-0.55,0.18,-0.64,31.43,-117.6,-75.67,0,0,2772
342262,-0.6,0.19,-0.63,29.26,-127.54,-84.98,0,0,2780
342270,-0.64,0.22,-0.63,26.39,-138.11,-92.4,0,0,2788
342278,-0.69,0.25,-0.62,24.08,-152.53,-99.47,0,0,2796
342286,-0.7,0.24,-0.62,22.82,-162.96,-105.42,0,8,2804
342294,-0.71,0.22,-0.62,25.34,-172.34,-110.46,0,0,2812
342302,-0.71,0.18,-0.64,30.52,-180.74,-116.48,0,0,2820
342310,-0.71,0.15,-0.67,37.17,-190.47,-120.05,0,0,2828
342318,-0.71,0.12,-0.68,45.08,-196.77,-123.13,0,0,2836
342326,-0.71,0.08,-0.68,56.49,-202.23,-125.3,0,0,2844
342334,-0.72,0.07,-0.67,63.84,-207.2,-127.19,0,0,2852
342342,-0.72,0.1,-0.68,68.74,-211.96,-127.82,0,0,2860
342350,-0.75,0.15,-0.7,70.84,-217.7,-128.59,0,0,2868
342358,-0.78,0.18,-0.71,68.67,-222.18,-130.06,0,0,2876
342366,-0.81,0.2,-0.7,57.82,-226.45,-132.37,0,0,2884
342374,-0.86,0.25,-0.7,43.96,-230.44,-136.08,0,0,2892
342382,-0.9,0.29,-0.72,26.32,-235.34,-142.73,0,0,2900
342390,-0.94,0.32,-0.75,7.91,-241.85,-148.26,0,0,2908
342398,-1,0.33,-0.75,-9.59,-246.4,-154.07,0,0,2916
342406,-1,0.3,-0.73,-28.84,-250.81,-160.02,0,0,2924
342414,-0.99,0.25,-0.65,-38.22,-253.4,-165.62,0,0,2932
342422,-0.97,0.19,-0.61,-41.79,-253.47,-171.5,0,0,2940
342430,-0.97,0.12,-0.59,-38.5,-252.14,-174.37,0,0,2948
342438,-0.98,0.04,-0.52,-31.64,-248.01,-175.84,0,0,2956
342446,-1,-0.03,-0.38,-17.22,-241.71,-175.14,0,0,2964
342454,-1.05,-0.07,-0.41,2.73,-235.06,-172.62,0,0,2972
342462,-1.11,-0.05,-0.42,22.61,-228.76,-166.74,0,0,2980
342470,-1.14,-0.04,-0.39,35.7,-222.18,-159.04,0,0,2988
342478,-1.11,0.01,-0.4,42.35,-211.4,-148.19,0,0,2996
342486,-1.07,0.1,-0.4,43.05,-200.2,-132.65,0,0,3004
342494,-1.05,0.12,-0.35,35.07,-186.34,-115.78,0,0,3012
342502,-1,0.17,-0.37,25.34,-172.41,-101.71,0,0,3020
342509,-0.95,0.15,-0.24,15.54,-157.78,-89.18,0,0,3027
342517,-0.88,0.03,-0.09,2.87,-135.8,-82.95,0,0,3035
342525,-0.85,-0.12,-0.01,-6.16,-116.76,-74.69,0,0,3043
342533,-0.75,-0.27,0.08,-5.11,-92.82,-60.13,0,0,3051
342541,-0.62,-0.35,0.22,4.9,-64.33,-37.73,0,0,3059
342549,-0.54,-0.32,0.25,19.53,-34.51,-2.8,0,0,3067
342557,-0.54,-0.25,0.17,32.27,-7.98,18.2,0,0,3075
342565,-0.61,-0.12,0.03,36.26,20.09,33.39,0,0,3083
342573,-0.67,0.02,-0.11,30.45,37.73,44.24,0,0,3091
342581,-0.75,0.18,-0.19,9.52,49.98,51.31,0,0,3099
342588,-0.95,0.3,-0.24,-10.08,57.96,55.3,0,0,3106
342596,-1.08,0.41,-0.23,-26.81,61.67,60.62,0,3,3114
342604,-1.06,0.46,-0.22,-42.91,66.5,64.89,0,10,3122
342612,-1.13,0.07,-0.16,-61.67,66.01,57.54,0,18,3130
342619,-1.31,-0.29,-0.14,-71.54,58.38,45.92,0,20,3137
342627,-1.42,-0.41,-0.13,-67.2,46.2,40.53,0,23,3145
342635,-1.27,-0.39,-0.1,-36.26,42.98,44.31,0,38,3153
342643,-1.07,-0.41,-0.13,-41.3,45.5,49.14,0,22,3161
342651,-1,-0.5,-0.15,-43.54,49.63,48.58,0,101,3169
342659,-1.06,-0.53,-0.14,-53.34,52.78,47.04,0,23,3177
342667,-1.15,-0.29,-0.16,-64.54,55.23,48.79,0,16,3185
342675,-1.2,-0.17,-0.2,-74.55,57.05,51.59,0,30,3193
342683,-1.24,-0.17,-0.23,-79.66,56.77,53.06,0,6,3201
342690,-1.23,-0.16,-0.22,-79.94,55.51,55.3,0,0,3208
342698,-1.17,-0.04,-0.19,-77.56,55.3,60.13,0,2,3216
342706,-1.09,0.09,-0.19,-73.92,56.56,65.66,0,0,3224
342714,-1.03,0.11,-0.15,-70.42,56.14,68.04,0,0,3232
342722,-1.01,0.21,-0.17,-62.93,55.23,72.87,0,0,3240
342730,-0.97,0.27,-0.26,-53.41,55.16,76.37,0,0,3248
342738,-1,0.14,-0.29,-47.18,51.94,72.45,0,0,3256
342745,-0.98,0.07,-0.28,-31.85,48.16,68.39,0,0,3263
342753,-0.93,0.09,-0.25,-17.15,45.01,66.43,0,0,3271
342761,-0.91,0.06,-0.27,-5.32,44.24,64.61,0,0,3279
342769,-0.96,0.02,-0.32,1.33,43.96,61.04,1,0,3287
342777,-1.02,0.07,-0.34,3.01,42.91,57.82,2,0,3295
342785,-1.04,0.13,-0.34,0.91,40.67,53.83,1,0,3303
342792,-1.03,0.17,-0.34,-6.72,39.34,49.42,1,0,3310
342800,-1.04,0.22,-0.34,-21.77,37.1,45.36,7,0,3318
342808,-1.04,0.24,-0.32,-32.55,34.37,42,6,0,3326
342816,-1.04,0.22,-0.29,-38.85,31.22,39.27,12,0,3334
342824,-1.04,0.18,-0.28,-38.15,27.93,18.48,11,0,3342
342832,-1.04,0.14,-0.28,-32.13,25.06,33.11,6,0,3350
342839,-1.02,0.08,-0.29,-22.96,22.61,31.71,13,0,3357
342847,-0.99,0.02,-0.29,-12.88,20.58,31.15,14,0,3365
342855,-0.99,0,-0.28,0.07,19.6,31.01,15,0,3373
342863,-1,0,-0.29,7.84,18.76,30.1,17,0,3381
342871,-1.01,0.04,-0.28,12.95,17.43,29.26,14,1,3389
342879,-1.02,0.08,-0.27,15.05,16.24,28.14,13,1,3397
342887,-1.02,0.11,-0.26,14.91,14.84,26.67,14,1,3405
342894,-1.02,0.1,-0.24,14.21,13.23,25.69,14,0,3412
342902,-1.02,0.08,-0.22,15.4,12.46,24.43,14,0,3420
342910,-1.01,0.06,-0.21,18.13,11.76,23.38,12,0,3428
342918,-1.01,0.06,-0.19,20.02,11.27,22.89,10,0,3436
342925,-1,0.05,-0.18,20.58,10.71,22.47,12,0,3443
342933,-1,0.04,-0.17,20.44,10.36,21.77,12,0,3451
342941,-1,0.04,-0.16,20.72,10.29,21.56,6,0,3459
342949,-0.99,0.06,-0.15,20.3,10.64,21,11,0,3467
342956,-1,0.07,-0.15,19.32,10.57,20.3,12,0,3474
342964,-1.01,0.06,-0.13,17.5,10.57,19.95,11,1,3482
342972,-0.88,0.06,-0.12,16.17,10.36,20.02,17,0,3490
342979,-0.99,0.06,-0.13,15.33,10.99,19.81,18,0,3497
342987,-0.98,0.06,-0.13,15.12,11.76,19.6,18,0,3505
342995,-0.99,0.07,-0.13,13.86,12.04,19.6,16,0,3513
343002,-0.99,0.07,-0.13,10.43,12.46,19.46,18,0,3520
343010,-1.04,0.01,-0.15,9.94,12.46,19.53,14,0,3528
343018,-0.95,0.08,-0.15,10.99,12.95,17.57,10,0,3536
343026,-0.99,0.09,-0.16,8.47,13.58,16.87,13,0,3544
343034,-1.03,0.12,-0.17,4.76,13.58,15.61,12,0,3552
343041,-0.97,0.15,-0.18,0.98,13.86,14.7,11,0,3559
343049,-1.03,0.09,-0.19,-3.43,13.3,16.45,10,0,3567
343057,-1.04,0.1,-0.19,-7.98,11.62,16.66,10,0,3575
343064,-0.99,0.09,-0.18,-9.45,10.85,13.79,13,0,3582
343072,-0.99,0.05,-0.18,-8.26,10.92,13.02,14,0,3590
343080,-0.99,0.05,-0.18,-6.93,11.41,13.79,15,0,3598
343088,-0.97,0.06,-0.17,-5.25,12.04,14.07,12,0,3606
343096,-0.98,0.06,-0.14,-5.25,13.3,14.7,14,0,3614
343104,-1.01,0.03,-0.11,-5.25,14.56,16.1,17,0,3622
343111,-1,0.02,-0.07,-4.76,16.1,17.08,16,0,3629
343119,-0.88,0,-0.04,-3.99,18.83,18.27,10,0,3637
343127,-0.99,-0.03,-0.01,-2.94,21.63,19.88,25,0,3645
343135,-0.98,-0.04,0,-1.82,24.71,21.77,15,0,3653
343143,-0.98,-0.05,0.01,-0.35,27.86,24.36,11,2,3661
343150,-0.99,-0.07,0.01,0.63,31.29,26.6,15,5,3668
343158,-0.99,-0.06,0,-0.07,34.44,28.21,25,13,3676
343166,-1.01,-0.03,-0.01,-0.98,37.45,30.8,20,16,3684
343174,-1.02,-0.01,0.01,-2.59,40.67,32.69,17,0,3692
343182,-1,0,0.03,-3.64,45.15,34.37,33,5,3700
343189,-0.99,0.03,0.04,-4.27,49,36.19,34,0,3707
343197,-0.98,0.04,0.04,-6.02,52.99,38.08,29,0,3715
343205,-0.98,0.05,0.01,-8.61,56.56,39.48,34,1,3723
343212,-0.99,0.09,-0.05,-9.52,59.43,40.32,39,0,3730
343220,-1.02,0.1,-0.13,-9.8,61.32,41.23,40,1,3738
343228,-1.03,0.11,-0.21,-8.75,63.07,42.07,31,2,3746
343236,-1.03,0.11,-0.27,-6.51,64.4,42.35,28,1,3754
343243,-1.03,0.12,-0.33,-3.36,65.1,43.4,42,0,3761
343251,-1.02,0.14,-0.35,-0.42,65.31,44.31,37,0,3769
343259,-1.01,0.14,-0.36,2.52,65.38,44.73,28,0,3777
343266,-1.04,0.16,-0.35,4.76,65.73,45.29,40,0,3784
343274,-1.05,0.13,-0.36,5.67,67.06,45.15,34,0,3792
343282,-1.06,0.07,-0.34,5.32,69.3,44.03,35,0,3800
343290,-1.07,0.07,-0.31,3.5,71.19,43.05,30,0,3808
343297,-1.07,0.12,-0.29,0.49,72.66,43.4,32,0,3815
343305,-1.08,0.14,-0.27,-1.4,74.48,44.17,33,0,3823
343313,-1.13,0.12,-0.25,-2.31,76.44,44.59,38,0,3831
343321,-1.16,0.1,-0.25,-1.61,79.03,45.85,41,0,3839
343329,-1.15,0.08,-0.23,17.57,81.2,47.67,38,0,3847
343337,-1.13,0.07,-0.22,0.56,83.93,49.42,40,0,3855
343345,-1.11,0.07,-0.21,0.07,87.01,51.1,41,0,3863
343352,-1.11,0.06,-0.22,-0.42,90.02,52.92,41,0,3870
343360,-1.11,0.03,-0.21,-0.28,93.38,54.67,46,0,3878
343368,-1.12,-0.02,-0.21,0.14,96.6,57.96,25,0,3886
343376,-1.15,-0.11,-0.22,0.91,99.68,60.76,30,0,3894
343384,-1.18,-0.16,-0.25,2.59,103.46,63.56,29,0,3902
343392,-1.19,-0.18,-0.31,4.27,106.12,66.29,30,0,3910
343399,-1.19,-0.18,-0.34,4.97,108.99,68.6,26,0,3917
343407,-1.2,-0.18,-0.37,4.41,111.72,70.35,23,0,3925
343415,-1.2,-0.19,-0.44,5.25,113.26,72.38,10,0,3933
343423,-1.19,-0.23,-0.43,7.63,114.8,76.02,19,0,3941
343431,-1.19,-0.26,-0.44,13.72,116.48,81.83,0,0,3949
343438,-1.19,-0.24,-0.43,20.93,118.44,85.33,0,0,3956
343446,-1.19,-0.19,-0.4,26.18,122.01,88.41,0,0,3964
343454,-1.18,-0.13,-0.36,29.75,125.86,89.88,0,0,3972
343462,-1.15,0.01,-0.32,38.92,130.9,88.9,1,0,3980
343470,-1.1,0.13,-0.41,48.79,135.31,85.68,0,0,3988
343477,-1.04,0.24,-0.53,60.9,139.72,81.41,0,0,3995
343485,-1.03,0.39,-0.59,68.25,141.68,77.49,0,0,4003
343493,-1.05,0.55,-0.61,63,140.98,54.11,0,0,4011
343501,-1.08,0.65,-0.65,48.51,137.83,60.9,0,0,4019
343508,-1.08,0.66,-0.67,28.42,131.53,49.77,0,0,4026
343516,-1.02,0.64,-0.67,5.18,119.56,38.29,0,0,4034
343524,-0.93,0.6,-0.66,-21.77,108.92,27.23,0,0,4042
343532,-0.83,0.55,-0.65,-34.23,98.42,17.5,0,0,4050
343540,-0.68,0.48,-0.65,-37.8,89.74,9.24,0,0,4058
343548,-0.57,0.43,-0.67,-32.83,81.55,1.54,0,0,4066
343555,-0.49,0.33,-0.7,-22.75,71.68,-8.82,0,0,4073
343563,-0.4,0.33,-0.73,-6.37,60.83,-11.69,0,0,4081
343571,-0.35,0.36,-0.73,8.47,43.12,-10.57,0,0,4089
343579,-0.39,0.38,-0.66,12.04,29.54,-10.36,0,0,4097
343587,-0.48,0.37,-0.58,5.11,14.07,-14.07,0,0,4105
343595,-0.56,0.36,-0.51,-5.67,-1.47,-21.42,0,0,4113
343603,-0.62,0.36,-0.5,-16.8,-17.57,-28.28,0,0,4121
343611,-0.63,0.37,-0.49,-25.34,-32.76,-36.33,0,0,4129
343619,-0.62,0.28,-0.48,-28.28,-52.92,-44.17,0,0,4137
343627,-0.59,0.15,-0.45,-19.81,-68.74,-52.36,0,0,4145
343635,-0.57,0.1,-0.45,-7.63,-82.25,-57.75,0,0,4153
343643,-0.55,0.08,-0.48,6.58,-94.15,-63.07,0,0,4161
343650,-0.55,0.08,-0.52,21.49,-105.14,-69.44,0,0,4168
343658,-0.57,0.09,-0.57,36.33,-115.64,-74.06,0,0,4176
343666,-0.62,0.11,-0.6,49.77,-129.57,-78.89,0,0,4184
343674,-0.64,0.12,-0.61,61.53,-139.72,-84.14,0,0,4192
343682,-0.66,0.14,-0.62,73.85,-148.75,-89.39,0,0,4200
343690,-0.68,0.18,-0.64,78.4,-157.71,-95.13,0,0,4208
343698,-0.7,0.22,-0.63,79.1,-167.37,-103.11,0,0,4216
343706,-0.73,0.28,-0.63,76.44,-194.74,-109.48,0,0,4224
343714,-0.76,0.3,-0.62,71.26,-189.42,-115.78,0,0,4232
343722,-0.78,0.31,-0.62,61.81,-198.66,-122.08,0,0,4240
343730,-0.8,0.3,-0.75,54.32,-207.62,-128.31,0,0,4248
343737,-0.81,0.29,-0.64,48.09,-215.81,-133.98,0,0,4255
343745,-0.81,0.27,-0.65,43.96,-223.02,-140.42,0,0,4263
343753,-0.79,0.21,-0.65,42.84,-229.11,-143.99,0,0,4271
343761,-0.79,0.18,-0.66,44.66,-235.34,-146.3,0,0,4279
343769,-0.81,0.15,-0.65,48.51,-239.19,-147.77,0,0,4287
343777,-0.83,0.12,-0.65,55.16,-242.55,-149.17,0,0,4295
343784,-0.87,0.09,-0.64,59.78,-245.84,-150.01,0,0,4302
343792,-0.9,0.09,-0.63,63.07,-247.87,-150.92,0,0,4310
343800,-0.95,0.12,-0.65,64.19,-250.39,-153.79,0,0,4318
343808,-1.01,0.17,-0.67,63.07,-254.66,-156.31,0,3,4326
343816,-1.08,0.2,-0.71,59.5,-258.72,-159.53,0,0,4334
343824,-1.1,0.18,-0.7,51.8,-263.13,-162.33,0,0,4342
343832,-1.07,0.13,-0.52,44.8,-265.3,-164.01,0,0,4350
343840,-1.04,0.09,-0.55,38.22,-264.18,-163.87,0,0,4358
343848,-1,0.08,-0.49,31.99,-259.98,-161.42,7,0,4366
343856,-0.95,0.09,-0.39,24.29,-249.48,-158.48,0,0,4374
343863,-0.89,0.15,-0.38,22.61,-237.3,-151.76,0,0,4381
343871,-0.94,0.17,-0.42,29.96,-223.86,-143.08,0,0,4389
343879,-1.05,0.17,-0.39,32.27,-209.79,-133.63,0,0,4397
343887,-1.14,0.18,-0.37,27.44,-196.49,-123.2,0,0,4405
343895,-1.15,0.22,-0.34,13.86,-184.73,-111.44,0,0,4413
343903,-1.09,0.23,-0.3,-7.28,-173.18,-105.49,0,0,4421
343911,-0.96,0.21,-0.27,-29.4,-156.31,-100.66,0,0,4429
343919,-0.86,0.14,-0.24,-49.56,-141.47,-94.08,0,0,4437
343927,-0.79,0.02,-0.19,-53.48,-123.97,-83.65,0,0,4445
343935,-0.76,-0.16,-0.14,-48.86,-104.23,-62.79,0,0,4453
343943,-0.73,-0.26,-0.05,-40.04,-73.29,-42.98,0,0,4461
343951,-0.67,-0.31,0,-28.35,-48.37,-22.12,0,0,4469
343959,-0.64,-0.24,0,-10.01,-23.38,-1.82,0,0,4477
343967,-0.64,-0.13,-0.04,3.15,-0.56,17.15,0,0,4485
343975,-0.68,0.03,-0.09,9.87,18.97,37.03,0,0,4493
343983,-0.77,0.22,-0.09,4.76,33.11,47.11,0,0,4501
343990,-1.12,0.31,-0.14,-11.9,45.5,52.08,0,0,4508
343998,-1.17,0.37,-0.18,-30.17,52.15,56.91,0,1,4516
344006,-1.12,0.37,-0.2,-48.02,58.31,61.6,0,7,4524
344014,-1.17,0.05,-0.13,-73.01,55.37,55.72,0,18,4532
344021,-1.29,-0.37,-0.1,-76.65,45.71,44.31,0,18,4539
344029,-1.33,-0.51,-0.12,-66.01,38.5,38.85,0,19,4547
344037,-1.25,-0.48,-0.15,-52.85,37.03,40.25,0,48,4555
344045,-1.13,-0.53,-0.21,-44.52,39.97,45.08,0,31,4563
344053,-1.08,-0.63,-0.26,-44.66,46.34,45.5,0,21,4571
344061,-1.12,-0.65,-0.24,-54.04,50.82,45.01,0,20,4579
344069,-1.18,-0.46,-0.18,-72.31,50.82,47.6,1,15,4587
344076,-1.18,-0.18,-0.17,-82.67,51.52,50.75,0,26,4594
344084,-1.14,-0.02,-0.24,-88.9,51.45,50.96,0,15,4602
344092,-1.13,-0.06,-0.24,-94.29,49.91,48.86,0,14,4610
344100,-1.12,-0.08,-0.2,-94.01,46.97,49.42,0,10,4618
344108,-1.07,0,-0.12,-88.13,44.8,52.71,0,6,4626
344116,-1.04,0.08,-0.1,-79.8,45.36,57.68,0,5,4634
344124,-1.04,0.13,-0.08,-66.99,45.01,63.77,0,4,4642
344132,-1.05,0.18,-0.16,-55.72,48.09,73.71,0,4,4650
344139,-1.05,0.16,-0.24,-48.44,50.19,76.3,0,4,4657
344147,-1.09,-0.04,-0.27,-37.73,47.04,70.07,0,5,4665
