TO,IC
3946,3130
5293,4532
6652,5925
7912,7211
9246,8523
10492,9821
11790,11076
13073,12365
14370,13640
15642,14940
16908,16225
18022,17435
19103,18537
20159,19597
21210,20639
22266,21712
23292,22754
24305,23759
25318,24777
26347,25790
27375,26813
28378,27848
29391,28846
30411,29864
31438,30883
32376,31886
33308,32832
34240,33758
35168,34696
36077,35602
37012,36518
37968,37476
38892,38409
39822,39342
40764,40263
41729,41221
42841,42262
43973,43332
45107,44500
46235,45636
47352,46732
48441,47834
49563,48960
50722,50067
51982,51252
53300,52562
54622,53843
55908,55150
57250,56465
58561,57768
59900,59140
61252,60489
62622,61799
