TO,IC
2328,1724
3446,2852
4609,3969
5768,5120
6866,6273
7983,7366
9130,8481
10255,9615
11354,10761
12460,11859
13607,12982
14555,14043
15525,15013
16531,16001
17535,17014
18507,17988
19473,18969
20437,19937
21396,20898
22347,21849
23175,22776
23944,23580
24708,24339
25514,25192
26304,25884
27152,26698
27936,27520
28774,28333
29554,29136
30368,29944
31113,30721
32091,31594
33033,32529
33997,33499
34942,34442
35947,35410
36879,36367
37858,37330
38965,38346
40048,39432
41171,40555
42301,41675
43452,42808
44585,43942
