TO,IC
3731,2991
5052,4296
6361,5617
7677,6904
8966,8220
10300,9531
11604,10834
12892,12146
14091,13424
15223,14584
16346,15719
17443,16827
18543,17901
19666,19032
20764,20139
21851,21243
22955,22341
24034,23421
25062,24518
26013,25517
26942,26439
27869,27372
28828,28305
29764,29257
30699,30195
31633,31123
32588,32064
33530,33028
34488,33977
35439,34936
36479,35886
37628,36983
38743,38109
39867,39231
41020,40363
42186,41531
43417,42701
44711,43959
46011,45271
47332,46578
48660,47915
49986,49225
51348,50553
52675,51906
54113,53290
