TO,IC
2978,2205
4299,3546
5561,4834
6912,6119
8210,7448
9540,8738
10825,10078
12152,11395
13446,12692
14735,13989
16042,15279
17396,16611
18687,17925
19986,19232
21321,20535
22678,21873
24058,23267
25395,24603
26806,25984
28205,27382
29579,28783
30911,30162
32207,31471
33474,32752
34809,34057
36083,35371
37400,36637
38667,37933
39977,39212
41309,40541
42611,41870
43906,43154
45160,44411
46454,45721
47778,47014
49095,48333
50375,49631
51699,50936
52978,52253
54240,53515
55534,54769
56884,56111
58222,57437
59585,58791
60878,60127
62241,61454
63576,62792
64870,64115
66155,65424
67393,66685
68727,67962
70053,69295
71364,70617
72767,71942
