TO,IC
4729,4333
5855,4373
6568,4620
6979,4643
8090,4667
9180,5413
10272,5668
11324,5691
12361,6545
13322,6568
14321,6790
15306,7680
16303,7894
17258,7934
17273,7981
18265,8028
19217,8767
20209,8839
21143,8887
22008,8999
22930,9156
23783,9823
24655,9847
25526,9886
26422,10125
27300,10140
28227,10163
29207,10186
30152,10210
31056,10954
31102,11041
32117,11072
33121,11160
34104,11324
35113,12006
36114,12045
37008,12093
37039,12228
38215,13013
39257,13060
40342,13235
41394,14045
42478,14236
43536,15037
44579,15062
,15203
,16038
,16201
,16957
,16996
,17141
,17156
,17996
,18203
,18956
,19130
,19903
,20084
,20890
,20921
,20938
,21057
,21104
,21183
,21221
,21525
,21752
,21920
,21936
,21959
,21984
,22000
,22112
,22143
,22166
,22425
,22511
,22653
,22700
,22764
,22851
,22891
,22999
,23444
,23539
,23705
,23932
,24177
,24200
,24247
,24317
,24419
,24608
,24632
,24764
,24780
,25046
,25116
,25180
,25274
,25370
,25449
,25472
,25565
,25596
,25926
,26209
,26508
,26805
,27063
,27214
,27253
,27433
,27707
,27801
,27966
,28077
,28172
,28351
,28664
,28728
,28813
,29035
,29059
,29121
,29136
,29215
,29567
,29867
,30051
,30074
,30215
,30574
,30794
,30817
,31001
,31056
,31157
,31762
,31786
,31984
,32031
,32148
,32775
,33020
,33144
,33756
,33780
,33899
,33971
,34127
,34189
,34766
,34964
,35136
,35160
,35757
,35797
,35908
,35988
,36043
,36138
,36752
,36895
,37008
,37055
,37110
,37133
,37771
,37850
,38097
,38160
,38835
,39098
,39114
,39153
,39904
,39927
,39966
,40218
,40288
,40961
,41109
,41223
,41279
,42040
,42181
,42355
,42432
,43123
,43139
,43170
,43366
,43382
,43490
,44157
,44180
,44464
,44533
