TO,IC
2507.0,1986.0
3435.0,2899.0
4372.0,3828.0
5316.0,4774.0
6243.0,5701.0
7191.0,6656.0
8113.0,7578.0
9034.0,8506.0
9948.0,9413.0
10875.0,10340.0
11814.0,11270.0
12743.0,12206.0
13664.0,13136.0
14564.0,14041.0
15486.0,14964.0
16390.0,15863.0
17299.0,16777.0
18204.0,17676.0
19116.0,18590.0
20049.0,19507.0
20973.0,20435.0
21886.0,21352.0
22802.0,22272.0
23705.0,23170.0
24625.0,24094.0
25531.0,25012.0
26445.0,25917.0
27358.0,26831.0
28288.0,27745.0
29221.0,28673.0
30129.0,29593.0
31063.0,30514.0
32007.0,31449.0
32954.0,32408.0
33884.0,33339.0
34832.0,34278.0
