TO,IC
3778.0,3045.0
5027.0,4305.0
6220.0,5523.0
7397.0,6724.0
8621.0,7915.0
9807.0,9133.0
11018.0,10322.0
12228.0,11538.0
13434.0,12753.0
14645.0,13943.0
15823.0,15158.0
17009.0,16320.0
18243.0,17518.0
19436.0,18744.0
20640.0,19946.0
21837.0,21149.0
23028.0,22357.0
24233.0,23540.0
25452.0,24759.0
26656.0,25961.0
27838.0,27158.0
29022.0,28341.0
30231.0,29542.0
31423.0,30733.0
32630.0,31942.0
33863.0,33151.0
35074.0,34367.0
36269.0,35603.0
37488.0,36791.0
38726.0,38000.0
39931.0,39251.0
41119.0,40424.0
42312.0,41623.0
43511.0,42823.0
44733.0,44020.0
45916.0,45230.0
47105.0,46401.0
48286.0,47607.0
49468.0,48775.0
50659.0,49986.0
51829.0,51166.0
53021.0,52329.0
54229.0,53535.0
55467.0,54750.0
56672.0,55985.0
57901.0,57198.0
59142.0,58421.0
60353.0,59658.0
