TO,IC
2903.0,2387.0
3822.0,3343.0
4750.0,4254.0
5644.0,5167.0
6528.0,6051.0
7425.0,6938.0
8337.0,7841.0
9242.0,8753.0
10133.0,9660.0
11043.0,10559.0
11955.0,11461.0
12847.0,12365.0
13758.0,13270.0
14670.0,14184.0
15579.0,15088.0
16498.0,16019.0
17401.0,16915.0
18330.0,17832.0
19258.0,18764.0
20160.0,19683.0
21094.0,20592.0
22047.0,21526.0
22994.0,22479.0
23951.0,23433.0
24895.0,24383.0
25834.0,25317.0
26782.0,26264.0
27704.0,27208.0
28629.0,28127.0
29552.0,29051.0
30505.0,29980.0
31456.0,30937.0
32422.0,31888.0
33375.0,32848.0
34326.0,33793.0
35296.0,34765.0
36269.0,35732.0
37254.0,36705.0
