Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
137.34,2992.0,-44.17,4652.0,-107.73,5414.0,-49.35,3284.0,-140.7,4126.0,32.0,47.0,-49.35,3284.0,-140.7,4126.0
190.05,4445.0,-63.49,6034.0,-119.63,6827.0,-55.72,4676.0,-132.44,5453.0,31.0,47.0,-38.99,4644.0,-101.36,5406.0
180.6,5774.0,-63.28,7390.0,-118.16,8158.0,-66.85,6025.0,-119.63,6827.0,24.0,55.0,-39.41,5994.0,-96.46,6780.0
179.06,7161.0,-50.05,8790.0,-130.69,9557.0,-63.91,7382.0,-118.51,8166.0,23.0,55.0,-47.18,7358.0,-89.39,8111.0
165.48,8491.0,-58.24,10151.0,-128.59,10905.0,-53.83,8782.0,-130.69,9557.0,24.0,64.0,-46.62,8759.0,-85.05,9502.0
182.56,9836.0,-66.36,11515.0,-115.64,12288.0,-58.24,10151.0,-131.18,10913.0,32.0,47.0,-42.84,10127.0,-87.5,10849.0
175.77,11200.0,-63.28,12898.0,-123.76,13697.0,-71.19,11523.0,-124.81,12271.0,23.0,47.0,-43.89,11491.0,-97.79,12224.0
175.35,12544.0,-34.44,14308.0,-103.53,15055.0,-69.79,12890.0,-133.35,13681.0,16.0,32.0,-50.33,12867.0,-96.53,13634.0
161.42,13989.0,-66.85,15651.0,-132.3,16474.0,-57.96,14293.0,-105.63,15040.0,24.0,54.0,-52.29,14277.0,-95.06,15008.0
166.81,15371.0,-90.09,16967.0,-111.93,17587.0,-66.85,15651.0,-133.56,16482.0,39.0,94.0,-46.69,15627.0,-86.17,16428.0
206.08,16727.0,-93.73,18160.0,-159.53,18802.0,-106.54,16982.0,-155.12,17633.0,24.0,63.0,-50.96,16943.0,-86.52,17539.0
212.73,17941.0,-78.82,19332.0,-137.97,19999.0,-96.04,18152.0,-168.21,18787.0,16.0,55.0,-70.84,18128.0,-107.38,18724.0
209.44,19041.0,-119.28,20475.0,-158.9,21136.0,-99.61,19316.0,-154.56,19974.0,23.0,55.0,-80.64,19300.0,-114.1,19919.0
222.53,20310.0,-71.33,21632.0,-151.83,22259.0,-119.28,20475.0,-163.03,21128.0,16.0,55.0,-77.49,20452.0,-115.08,21073.0
202.93,21438.0,-104.93,22750.0,-147.35,23393.0,-95.9,21624.0,-151.83,22259.0,16.0,54.0,-84.42,21608.0,-112.07,22204.0
234.22,22505.0,-92.89,23869.0,-149.1,24495.0,-105.7,22742.0,-148.4,23385.0,16.0,47.0,-87.71,22726.0,-115.85,23331.0
228.41,23686.0,-85.33,24979.0,-153.72,25621.0,-92.89,23869.0,-149.87,24487.0,24.0,55.0,-73.5,23853.0,-124.95,24440.0
227.15,24750.0,-88.13,26134.0,-139.23,26800.0,-88.69,24987.0,-153.72,25621.0,16.0,39.0,-73.15,24963.0,-107.87,25566.0
202.72,25906.0,-106.54,27268.0,-149.31,27951.0,-90.09,26126.0,-142.8,26784.0,32.0,47.0,-73.15,26110.0,-106.89,26745.0
228.69,27031.0,-133.0,28387.0,-149.38,28934.0,-111.3,27276.0,-149.31,27951.0,32.0,62.0,-73.43,27244.0,-112.84,27904.0
257.32,28229.0,-138.95,29416.0,-163.52,29933.0,-135.1,28395.0,-159.6,28949.0,32.0,63.0,-76.86,28363.0,-107.31,28887.0
269.71,29289.0,-121.52,30419.0,-163.03,30935.0,-138.95,29416.0,-167.3,29941.0,24.0,78.0,-89.11,29384.0,-112.84,29878.0
257.74,30211.0,-116.69,31410.0,-156.38,31933.0,-139.37,30411.0,-167.02,30943.0,24.0,47.0,-104.79,30387.0,-115.64,30865.0
246.89,31173.0,-125.23,32386.0,-157.78,32917.0,-132.51,31402.0,-173.88,31917.0,16.0,54.0,-99.82,31378.0,-126.35,31870.0
244.58,32235.0,-123.06,33353.0,-160.86,33899.0,-129.43,32378.0,-168.42,32901.0,24.0,69.0,-99.75,32362.0,-124.53,32847.0
258.93,33202.0,-120.82,34349.0,-179.34,34858.0,-123.06,33353.0,-163.24,33914.0,16.0,70.0,-100.03,33329.0,-124.74,33845.0
278.18,34152.0,-126.49,35306.0,-146.51,35859.0,-125.93,34342.0,-180.39,34865.0,24.0,40.0,-96.74,34326.0,-121.03,34795.0
255.99,35156.0,-124.11,36285.0,-148.19,36792.0,-126.49,35306.0,-163.52,35828.0,15.0,24.0,-90.79,35282.0,-127.75,35788.0
262.99,36146.0,-129.01,37258.0,-152.74,37748.0,-136.15,36277.0,-160.3,36784.0,16.0,78.0,-106.68,36262.0,-125.02,36760.0
254.31,37076.0,-137.69,38223.0,-173.39,38729.0,-140.63,37250.0,-177.59,37787.0,16.0,71.0,-115.36,37234.0,-117.11,37709.0
255.57,38097.0,-132.37,39179.0,-72.94,39546.0,-137.69,38223.0,-182.21,38745.0,16.0,149.0,-119.35,38207.0,-118.51,38674.0
259.7,39045.0,-137.27,40123.0,-130.69,40669.0,-132.37,39179.0,-183.26,39695.0,23.0,39.0,-115.85,39163.0,-72.94,39546.0
266.91,39997.0,-85.54,41098.0,-144.83,41715.0,-137.27,40123.0,-177.59,40614.0,8.0,31.0,-98.63,40100.0,-136.78,40575.0
259.21,40946.0,-72.59,42191.0,-149.45,42788.0,-120.61,41082.0,-160.65,41691.0,24.0,55.0,-102.55,41074.0,-136.99,41660.0
228.97,42002.0,-90.72,43279.0,-150.57,43938.0,-96.39,42175.0,-156.45,42804.0,24.0,39.0,-96.39,42175.0,-118.93,42749.0
226.73,43114.0,-93.24,44414.0,-156.59,45081.0,-91.28,43287.0,-150.71,43930.0,16.0,55.0,-75.95,43263.0,-115.99,43891.0
236.81,44249.0,-97.09,45581.0,-145.46,46200.0,-97.09,44422.0,-156.8,45089.0,24.0,55.0,-68.11,44398.0,-110.88,45034.0
220.43,45424.0,-94.22,46706.0,-149.87,47351.0,-105.56,45573.0,-145.95,46208.0,24.0,56.0,-79.17,45557.0,-111.58,46153.0
206.71,46548.0,-100.66,47839.0,-162.12,48485.0,-94.22,46706.0,-149.87,47351.0,16.0,63.0,-73.15,46682.0,-113.54,47295.0
208.39,47656.0,-95.9,48978.0,-135.66,49615.0,-100.66,47839.0,-162.12,48485.0,16.0,40.0,-79.17,47815.0,-105.84,48422.0
221.27,48773.0,-76.93,50102.0,-113.26,50784.0,-97.16,48970.0,-144.9,49592.0,16.0,32.0,-77.7,48954.0,-115.15,49552.0
210.42,49904.0,-41.44,51416.0,-128.45,52228.0,-92.54,50094.0,-123.9,50760.0,24.0,55.0,-78.05,50078.0,-111.3,50728.0
160.02,51102.0,-63.7,52878.0,-105.7,53776.0,-62.44,51393.0,-132.86,52244.0,31.0,64.0,-41.44,51416.0,-100.66,52189.0
173.04,52570.0,-62.72,54362.0,-112.14,55230.0,-63.7,52878.0,-109.06,53792.0,25.0,47.0,-55.65,52862.0,-92.19,53728.0
175.28,54031.0,-73.5,55825.0,-103.95,56707.0,-67.2,54370.0,-114.87,55214.0,32.0,64.0,-44.59,54346.0,-91.0,55167.0
168.56,55493.0,-56.98,57363.0,-114.52,58164.0,-73.57,55832.0,-104.51,56715.0,,87.0,-47.46,55801.0,-79.1,56651.0
164.99,57010.0,-66.36,58782.0,-118.79,59596.0,-57.54,57324.0,-117.11,58188.0,,71.0,-57.54,57324.0,-77.91,58101.0
152.95,58419.0,-72.17,60221.0,-126.0,61087.0,-69.51,58774.0,-118.93,59588.0,,80.0,-48.93,58749.0,-80.43,59517.0
154.63,59858.0,-70.21,61712.0,-108.15,62659.0,-72.17,60221.0,-126.0,61087.0,,,-46.83,60189.0,-88.13,61007.0
