Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
384.65,1829.0,-170.1,2891.0,-158.83,3334.0,-206.22,1994.0,-291.13,2507.0,32.0,94.0,-206.22,1994.0,-291.13,2507.0
385.56,2759.0,-194.81,3852.0,-246.89,4380.0,-220.5,2915.0,-280.56,3428.0,31.0,54.0,-145.32,2883.0,-158.83,3334.0
386.68,3710.0,-178.01,4790.0,-238.14,5316.0,-198.94,3844.0,-272.23,4372.0,16.0,62.0,-152.25,3813.0,-202.79,4318.0
378.42,4633.0,-215.6,5709.0,-265.72,6236.0,-187.04,4774.0,-273.84,5308.0,32.0,69.0,-166.53,4758.0,-197.75,5246.0
377.3,5575.0,-203.91,6648.0,-201.74,7129.0,-217.56,5717.0,-270.34,6243.0,24.0,62.0,-154.14,5685.0,-191.31,6174.0
379.82,6515.0,-197.68,7594.0,-233.38,8113.0,-203.91,6648.0,-273.07,7183.0,32.0,55.0,-150.99,6624.0,-217.91,7121.0
384.44,7444.0,-196.42,8514.0,-283.57,9026.0,-197.68,7594.0,-287.77,8098.0,32.0,63.0,-150.57,7562.0,-196.98,8043.0
371.56,8373.0,-198.66,9437.0,-251.44,9948.0,-196.42,8514.0,-283.57,9026.0,24.0,54.0,-152.74,8482.0,-197.54,8963.0
397.18,9294.0,-192.99,10340.0,-277.41,10867.0,-206.08,9429.0,-276.71,9940.0,23.0,70.0,-173.25,9405.0,-202.3,9886.0
397.11,10199.0,-202.86,11270.0,-260.19,11798.0,-193.9,10332.0,-277.48,10875.0,24.0,70.0,-140.91,10309.0,-200.48,10805.0
385.21,11129.0,-194.95,12206.0,-272.65,12743.0,-202.86,11270.0,-266.42,11806.0,24.0,55.0,-158.69,11246.0,-199.78,11736.0
387.8,12072.0,-195.58,13136.0,-278.95,13656.0,-194.95,12206.0,-283.29,12735.0,32.0,69.0,-153.79,12182.0,-199.64,12680.0
381.57,12994.0,-196.63,14058.0,-285.95,14564.0,-213.99,13144.0,-278.95,13656.0,33.0,55.0,-144.55,13112.0,-198.66,13587.0
401.59,13907.0,-168.35,14972.0,-268.73,15470.0,-196.63,14058.0,-296.24,14556.0,24.0,72.0,-161.28,14025.0,-202.72,14501.0
388.57,14831.0,-192.57,15887.0,-259.07,16390.0,-199.78,14964.0,-279.93,15478.0,24.0,54.0,-166.88,14940.0,-203.21,15406.0
373.52,15738.0,-182.28,16785.0,-173.39,17205.0,-217.07,15879.0,-274.82,16382.0,23.0,86.0,-180.25,15855.0,-206.78,16328.0
383.11,16636.0,-189.35,17692.0,-229.81,18204.0,-192.15,16777.0,-271.32,17291.0,15.0,54.0,-155.61,16754.0,-173.39,17205.0
399.0,17551.0,-210.21,18606.0,-268.94,19116.0,-216.93,17676.0,-270.06,18188.0,24.0,62.0,-161.63,17661.0,-194.95,18134.0
352.94,18463.0,-196.35,19515.0,-209.16,20049.0,-210.21,18606.0,-286.44,19108.0,24.0,46.0,-161.42,18582.0,-197.89,19046.0
392.7,19382.0,-196.49,20443.0,-258.23,20950.0,-196.35,19515.0,-264.46,20033.0,24.0,62.0,-167.72,19491.0,-202.02,19987.0
375.34,20293.0,-204.33,21352.0,-255.99,21863.0,-196.49,20443.0,-267.47,20958.0,32.0,71.0,-158.41,20419.0,-195.58,20896.0
379.68,21202.0,-202.65,22288.0,-252.63,22802.0,-206.01,21360.0,-285.39,21879.0,31.0,62.0,-150.64,21328.0,-189.77,21808.0
385.35,22147.0,-197.05,23202.0,-221.2,23713.0,-202.65,22288.0,-275.52,22794.0,24.0,62.0,-158.13,22257.0,-202.65,22732.0
385.7,23037.0,-206.43,24118.0,-264.81,24618.0,-233.03,23194.0,-275.8,23705.0,24.0,63.0,-167.51,23170.0,-201.39,23643.0
372.4,23975.0,-184.24,25028.0,-273.49,25531.0,-229.32,24110.0,-264.81,24618.0,16.0,62.0,-160.23,24086.0,-193.48,24555.0
372.4,24863.0,-198.31,25917.0,-231.0,26445.0,-189.35,25020.0,-289.59,25523.0,32.0,62.0,-182.98,25004.0,-197.26,25461.0
395.43,25783.0,-198.59,26839.0,-266.07,27350.0,-202.58,25925.0,-259.63,26437.0,32.0,62.0,-152.67,25893.0,-205.59,26375.0
377.16,26698.0,-188.51,27761.0,-267.47,28265.0,-210.35,26847.0,-266.07,27350.0,24.0,78.0,-157.29,26815.0,-199.01,27288.0
368.27,27611.0,-201.81,28689.0,-207.27,29221.0,-196.49,27753.0,-284.13,28280.0,32.0,55.0,-160.09,27729.0,-187.46,28202.0
