Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
213.22,2637.0,-89.18,4218.0,-104.51,4947.0,-88.27,2882.0,-142.1,3690.0,31.0,85.0,-88.27,2882.0,-142.1,3690.0
231.98,4060.0,-93.03,5568.0,-131.53,6334.0,-131.88,4241.0,-137.97,5024.0,16.0,94.0,-71.4,4210.0,-99.75,4939.0
236.32,5370.0,-72.38,6910.0,-120.82,7794.0,-111.3,5553.0,-131.95,6342.0,24.0,61.0,-90.3,5537.0,-100.03,6248.0
217.98,6688.0,-101.43,8323.0,-126.49,9086.0,-84.49,6902.0,-130.76,7764.0,23.0,93.0,-72.38,6910.0,-96.46,7703.0
213.36,8149.0,-105.77,9613.0,-128.52,10362.0,-101.43,8323.0,-127.4,9094.0,15.0,100.0,-71.19,8299.0,-92.61,9001.0
222.95,9415.0,-86.73,10939.0,-147.0,11702.0,-105.77,9613.0,-138.25,10385.0,23.0,86.0,-69.37,9590.0,-90.65,10285.0
213.99,10726.0,-100.8,12239.0,-105.42,13081.0,-102.97,10931.0,-150.29,11687.0,23.0,55.0,-83.23,10916.0,-97.65,11601.0
218.33,12041.0,-100.31,13580.0,-117.18,14436.0,-100.8,12239.0,-125.51,13043.0,23.0,54.0,-73.71,12216.0,-101.85,12988.0
214.34,13381.0,-94.01,14965.0,-122.71,15804.0,-100.31,13580.0,-125.16,14413.0,16.0,70.0,-74.76,13557.0,-97.16,14359.0
224.98,14767.0,-102.9,16330.0,-119.14,17078.0,-94.01,14965.0,-125.44,15812.0,23.0,108.0,-71.68,14942.0,-89.95,15742.0
245.63,16148.0,-102.34,17641.0,-131.74,18378.0,-104.58,16322.0,-138.18,17124.0,16.0,108.0,-81.2,16306.0,-90.02,17016.0
250.32,17452.0,-120.33,18919.0,-98.14,19755.0,-102.34,17641.0,-135.73,18393.0,15.0,77.0,-80.15,17618.0,-96.25,18285.0
242.62,18737.0,-118.3,20243.0,-136.57,21021.0,-120.82,18912.0,-138.04,19716.0,7.0,85.0,-93.87,18896.0,-98.0,19639.0
247.1,20061.0,-81.9,21563.0,-140.42,22305.0,-118.37,20235.0,-140.49,21013.0,23.0,78.0,-92.75,20220.0,-97.37,20928.0
214.13,21374.0,-107.31,22843.0,-133.35,23665.0,-96.81,21555.0,-140.42,22298.0,24.0,69.0,-91.91,21548.0,-100.03,22220.0
232.33,22669.0,-105.0,24189.0,-129.99,25018.0,-109.76,22850.0,-137.13,23650.0,23.0,69.0,-81.06,22827.0,-100.17,23581.0
240.73,24008.0,-100.52,25536.0,-132.23,26305.0,-114.45,24197.0,-134.68,25010.0,16.0,70.0,-79.24,24173.0,-99.75,24941.0
258.23,25355.0,-89.6,26834.0,-131.53,27570.0,-115.08,25528.0,-132.23,26305.0,23.0,61.0,-85.47,25505.0,-97.72,26235.0
242.9,26660.0,-96.95,28134.0,-131.25,28953.0,-110.88,26819.0,-142.31,27562.0,23.0,62.0,-84.56,26803.0,-95.27,27501.0
243.95,27937.0,-109.41,29484.0,-55.09,30107.0,-96.95,28134.0,-134.47,28946.0,23.0,200.0,-84.77,28111.0,-100.24,28884.0
241.01,29297.0,-110.39,30842.0,-126.42,31575.0,-109.41,29484.0,-125.79,30307.0,15.0,70.0,-82.6,29461.0,-55.09,30107.0
247.24,30659.0,-99.4,32146.0,-99.4,32940.0,-110.39,30842.0,-142.8,31567.0,16.0,78.0,-87.78,30819.0,-94.36,31497.0
227.71,31943.0,-89.11,33453.0,-74.97,34085.0,-113.47,32138.0,-132.93,32894.0,23.0,123.0,-93.73,32123.0,-97.65,32816.0
191.87,33192.0,-102.69,34763.0,-138.18,35552.0,-108.78,33446.0,-126.49,34208.0,23.0,107.0,-86.38,33430.0,-74.97,34085.0
202.37,34551.0,-111.37,36105.0,-115.08,36932.0,-103.95,34770.0,-138.18,35552.0,31.0,84.0,-83.16,34747.0,-90.93,35445.0
220.43,35902.0,-123.83,37432.0,-56.56,38022.0,-111.37,36105.0,-131.04,36894.0,15.0,187.0,-78.89,36082.0,-93.03,36810.0
251.86,37253.0,-91.42,38761.0,-74.69,39599.0,-125.79,37440.0,-128.03,38209.0,15.0,69.0,-79.8,37409.0,-56.56,38022.0
224.07,38573.0,-81.06,40097.0,-122.5,40890.0,-102.34,38753.0,-130.06,39538.0,15.0,92.0,-90.02,38738.0,-92.68,39469.0
210.77,39894.0,-124.18,41382.0,-118.16,42226.0,-96.6,40089.0,-135.1,40852.0,23.0,70.0,-87.36,40074.0,-91.0,40760.0
254.31,41219.0,-98.84,42752.0,-133.07,43553.0,-124.18,41382.0,-123.41,42211.0,16.0,77.0,-82.53,41367.0,-93.94,42141.0
209.44,42587.0,-75.46,44119.0,-125.86,44885.0,-103.32,42759.0,-133.28,43546.0,23.0,77.0,-81.2,42736.0,-91.56,43469.0
