Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
124.18,1843.0,-66.71,3420.0,-120.75,4060.0,-58.17,2079.0,-153.09,2937.0,40.0,93.0,-58.17,2079.0,-153.09,2937.0
266.14,3246.0,-63.14,4661.0,-183.82,5330.0,-86.52,3452.0,-186.55,4145.0,24.0,85.0,-48.79,3412.0,-113.19,4052.0
279.65,4478.0,-99.33,5814.0,-181.02,6505.0,-92.96,4645.0,-186.34,5322.0,24.0,78.0,-61.32,4621.0,-120.33,5237.0
291.13,5656.0,-133.63,6956.0,-191.73,7649.0,-109.69,5806.0,-184.03,6490.0,32.0,93.0,-80.78,5782.0,-130.83,6412.0
299.6,6783.0,-126.77,8123.0,-196.7,8784.0,-138.18,6964.0,-192.85,7657.0,23.0,78.0,-86.17,6932.0,-134.82,7564.0
301.84,7966.0,-115.15,9266.0,-198.38,9886.0,-131.39,8115.0,-200.34,8769.0,24.0,109.0,-88.9,8092.0,-134.96,8691.0
320.25,9069.0,-145.46,10366.0,-196.91,11012.0,-141.96,9258.0,-199.01,9909.0,31.0,93.0,-101.57,9234.0,-141.47,9800.0
318.43,10217.0,-149.24,11447.0,-208.74,12070.0,-145.46,10366.0,-206.29,11004.0,24.0,78.0,-98.56,10335.0,-142.31,10911.0
347.06,11305.0,-141.47,12512.0,-207.48,13142.0,-172.55,11439.0,-214.97,12046.0,16.0,62.0,-123.97,11415.0,-144.41,11968.0
334.74,12371.0,-134.75,13592.0,-220.22,14198.0,-155.4,12504.0,-212.03,13118.0,8.0,70.0,-133.77,12488.0,-157.22,13056.0
338.59,13443.0,-150.71,14647.0,-227.85,15240.0,-151.83,13576.0,-220.22,14198.0,24.0,70.0,-133.07,13568.0,-149.59,14128.0
332.29,14514.0,-145.11,15689.0,-199.01,16357.0,-155.19,14655.0,-227.85,15240.0,24.0,54.0,-115.85,14631.0,-152.6,15170.0
322.84,15556.0,-145.11,16830.0,-210.35,17460.0,-155.26,15697.0,-202.72,16334.0,16.0,77.0,-114.38,15673.0,-157.5,16280.0
315.28,16672.0,-147.63,17925.0,-214.06,18553.0,-147.91,16822.0,-211.26,17475.0,16.0,64.0,-109.9,16806.0,-154.49,17398.0
319.62,17776.0,-157.92,19011.0,-205.45,19650.0,-149.73,17918.0,-214.13,18545.0,24.0,70.0,-110.39,17902.0,-150.15,18481.0
330.75,18830.0,-126.56,20127.0,-210.42,20747.0,-165.83,19019.0,-207.62,19642.0,8.0,62.0,-124.67,18995.0,-150.36,19572.0
322.91,19966.0,-140.14,21227.0,-209.23,21862.0,-142.03,20111.0,-211.05,20739.0,16.0,62.0,-124.67,20103.0,-150.64,20677.0
315.42,21061.0,-138.18,22329.0,-205.66,22958.0,-140.14,21227.0,-210.84,21854.0,16.0,54.0,-115.85,21211.0,-153.58,21792.0
316.89,22180.0,-140.0,23416.0,-202.72,24039.0,-138.18,22329.0,-206.01,22950.0,24.0,85.0,-116.62,22313.0,-152.67,22896.0
320.81,23282.0,-151.9,24513.0,-212.45,25126.0,-149.03,23424.0,-204.19,24062.0,32.0,78.0,-113.75,23400.0,-146.79,23977.0
328.65,24372.0,-129.5,25601.0,-195.3,26237.0,-152.11,24521.0,-215.32,25134.0,24.0,62.0,-101.08,24489.0,-143.99,25056.0
325.71,25449.0,-122.08,26711.0,-197.89,27349.0,-143.22,25593.0,-202.65,26214.0,16.0,62.0,-106.54,25569.0,-147.56,26152.0
322.49,26538.0,-146.16,27806.0,-206.85,28411.0,-134.61,26703.0,-201.88,27341.0,24.0,70.0,-105.77,26687.0,-147.77,27279.0
