Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
208.74,1280.0,-121.03,2430.0,-129.78,2929.0,-111.02,1445.0,-166.74,1988.0,16.0,54.0,-111.02,1445.0,-166.74,1988.0
253.05,2320.0,-128.45,3409.0,-162.96,3945.0,-145.53,2438.0,-175.98,2975.0,15.0,39.0,-92.12,2422.0,-119.49,2921.0
255.01,3260.0,-134.96,4370.0,-161.98,4899.0,-138.32,3401.0,-173.95,3930.0,16.0,39.0,-114.31,3386.0,-124.53,3891.0
238.21,4245.0,-142.66,5339.0,-154.42,5860.0,-134.96,4370.0,-165.69,4891.0,15.0,39.0,-114.94,4354.0,-130.2,4852.0
246.19,5214.0,-151.13,6300.0,-156.31,6830.0,-144.9,5331.0,-154.42,5860.0,23.0,46.0,-109.13,5316.0,-123.55,5821.0
241.15,6167.0,-128.8,7294.0,-178.5,7796.0,-151.13,6300.0,-156.31,6830.0,16.0,48.0,-106.75,6277.0,-113.82,6784.0
258.65,7161.0,-108.99,8252.0,-174.51,8752.0,-136.15,7287.0,-178.5,7796.0,16.0,54.0,-113.68,7271.0,-108.92,7748.0
250.11,8127.0,-147.21,9185.0,-135.8,9739.0,-127.19,8245.0,-174.72,8759.0,15.0,39.0,-102.62,8229.0,-122.01,8705.0
237.86,9075.0,-147.7,10155.0,-172.76,10670.0,-152.25,9177.0,-152.32,9723.0,15.0,39.0,-97.72,9162.0,-126.98,9684.0
231.07,10030.0,-159.04,11110.0,-157.08,11638.0,-149.66,10147.0,-178.57,10662.0,16.0,47.0,-109.41,10132.0,-116.2,10623.0
259.77,10992.0,-134.47,12078.0,-174.23,12602.0,-159.04,11110.0,-162.68,11646.0,15.0,47.0,-124.74,11094.0,-121.52,11599.0
240.52,11945.0,-149.45,13030.0,-168.63,13560.0,-144.48,12070.0,-174.23,12602.0,16.0,54.0,-113.19,12055.0,-126.77,12555.0
241.15,12910.0,-137.41,13992.0,-190.26,14513.0,-149.45,13030.0,-168.63,13560.0,15.0,54.0,-110.11,13014.0,-140.77,13506.0
249.41,13867.0,-142.31,14955.0,-154.42,15499.0,-153.51,13984.0,-190.26,14513.0,8.0,39.0,-123.76,13969.0,-121.45,14459.0
234.15,14830.0,-138.53,15916.0,-160.86,16440.0,-144.13,14947.0,-169.54,15484.0,8.0,40.0,-129.71,14939.0,-127.47,15445.0
245.84,15791.0,-135.66,16852.0,-169.05,17376.0,-139.02,15909.0,-165.48,16433.0,16.0,46.0,-122.15,15901.0,-126.14,16393.0
237.93,16733.0,-147.42,17807.0,-185.36,18322.0,-143.36,16860.0,-169.05,17376.0,8.0,31.0,-110.39,16844.0,-121.03,17330.0
259.35,17690.0,-144.34,18756.0,-164.22,19279.0,-150.43,17799.0,-194.39,18307.0,16.0,31.0,-132.72,17791.0,-128.59,18276.0
231.77,18639.0,-142.66,19687.0,-166.67,20200.0,-144.34,18756.0,-166.81,19271.0,15.0,47.0,-123.9,18740.0,-132.44,19240.0
