Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
217.28,2262.0,-91.42,3522.0,-111.51,4090.0,-91.49,2436.0,-144.9,3064.0,23.0,40.0,-91.49,2436.0,-144.9,3064.0
229.53,3388.0,-111.72,4611.0,-120.4,5220.0,-116.69,3537.0,-134.96,4122.0,24.0,39.0,-71.4,3514.0,-106.33,4082.0
194.81,4469.0,-72.73,5733.0,-129.92,6339.0,-111.72,4611.0,-124.39,5212.0,23.0,54.0,-76.51,4587.0,-102.62,5173.0
190.05,5552.0,-101.43,6844.0,-130.48,7465.0,-85.54,5726.0,-130.83,6346.0,15.0,54.0,-85.54,5726.0,-92.19,6292.0
220.29,6702.0,-74.2,7970.0,-132.58,8539.0,-114.24,6836.0,-130.48,7465.0,24.0,63.0,-79.38,6813.0,-93.31,7411.0
216.09,7804.0,-121.8,9027.0,-123.55,9658.0,-104.3,7954.0,-136.15,8547.0,15.0,46.0,-82.67,7939.0,-91.56,8484.0
238.84,8893.0,-115.15,10130.0,-127.68,10732.0,-121.8,9027.0,-127.47,9642.0,24.0,63.0,-77.42,9003.0,-96.11,9596.0
218.19,9965.0,-114.38,11236.0,-151.27,11834.0,-116.41,10122.0,-128.8,10740.0,15.0,70.0,-93.31,10107.0,-95.13,10677.0
207.48,11078.0,-104.37,12354.0,-147.42,12977.0,-114.38,11236.0,-152.6,11842.0,16.0,62.0,-86.31,11212.0,-91.0,11772.0
205.03,12157.0,-124.74,13459.0,-111.02,14121.0,-113.68,12346.0,-151.2,12969.0,16.0,31.0,-97.72,12331.0,-99.47,12907.0
222.95,13293.0,-128.66,14548.0,-147.21,15144.0,-125.3,13451.0,-143.57,14082.0,8.0,54.0,-102.55,13435.0,-113.47,14051.0
225.12,14414.0,-84.42,15634.0,-146.37,16265.0,-128.66,14548.0,-147.21,15144.0,16.0,40.0,-100.03,14532.0,-105.07,15090.0
229.04,15468.0,-115.64,16725.0,-127.12,17376.0,-96.39,15626.0,-148.75,16258.0,15.0,24.0,-92.19,15618.0,-111.23,16218.0
235.69,16597.0,-120.47,17833.0,-138.32,18433.0,-115.64,16725.0,-137.48,17353.0,16.0,63.0,-90.51,16709.0,-110.25,17329.0
232.4,17691.0,-124.25,18922.0,-147.84,19515.0,-120.47,17833.0,-151.27,18457.0,15.0,62.0,-95.76,17818.0,-100.31,18394.0
238.7,18796.0,-115.71,20006.0,-155.26,20591.0,-124.25,18922.0,-155.4,19530.0,16.0,62.0,-105.21,18906.0,-102.41,19468.0
217.77,19864.0,-124.25,21040.0,-114.03,21668.0,-130.76,19998.0,-158.06,20583.0,16.0,31.0,-122.08,19983.0,-107.38,20521.0
226.45,20907.0,-117.88,22126.0,-153.86,22732.0,-124.25,21040.0,-129.78,21637.0,15.0,56.0,-98.49,21024.0,-111.37,21606.0
209.72,21984.0,-115.43,23232.0,-138.81,23817.0,-117.88,22126.0,-155.75,22741.0,16.0,70.0,-98.28,22110.0,-104.51,22685.0
226.94,23067.0,-138.11,24313.0,-55.86,24752.0,-117.81,23224.0,-161.77,23841.0,23.0,156.0,-97.86,23209.0,-101.78,23771.0
232.68,24179.0,-141.19,25365.0,-117.88,25972.0,-138.11,24313.0,-150.5,24908.0,23.0,38.0,-99.26,24297.0,-55.86,24752.0
224.63,25232.0,-131.32,26428.0,-156.24,27058.0,-141.19,25365.0,-141.05,25948.0,8.0,69.0,-94.64,25342.0,-109.9,25910.0
216.51,26287.0,-81.83,27513.0,-137.41,28127.0,-131.32,26428.0,-170.45,27027.0,23.0,39.0,-102.41,26405.0,-105.07,26958.0
222.18,27365.0,-129.22,28583.0,-164.78,29184.0,-122.85,27498.0,-146.23,28112.0,15.0,54.0,-113.47,27490.0,-112.7,28073.0
232.82,28450.0,-133.35,29631.0,-154.84,30239.0,-129.22,28583.0,-164.78,29184.0,24.0,47.0,-92.68,28560.0,-112.7,29130.0
241.01,29499.0,-149.1,30711.0,-95.69,31236.0,-141.89,29623.0,-154.84,30239.0,15.0,77.0,-111.02,29608.0,-123.76,30192.0
226.52,30561.0,-107.66,31775.0,-148.61,32384.0,-149.1,30711.0,-163.31,31313.0,15.0,47.0,-112.91,30687.0,-95.69,31236.0
229.39,31642.0,-123.76,32831.0,-144.55,33435.0,-132.37,31767.0,-156.31,32368.0,8.0,46.0,-110.74,31752.0,-112.56,32321.0
235.2,32698.0,-117.88,33898.0,-95.83,34419.0,-128.73,32823.0,-148.05,33419.0,15.0,78.0,-108.85,32808.0,-114.66,33373.0
