Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
341.74,2588.0,-159.67,3777.0,-170.03,4312.0,-181.72,2722.0,-226.94,3351.0,16.0,86.0,-181.72,2722.0,-226.94,3351.0
365.4,3659.0,-185.22,4807.0,-217.35,5429.0,-166.25,3785.0,-235.62,4390.0,32.0,78.0,-144.9,3769.0,-160.79,4304.0
368.48,4682.0,-149.87,5869.0,-214.9,6465.0,-203.21,4823.0,-232.19,5421.0,16.0,78.0,-133.77,4791.0,-169.26,5343.0
360.15,5721.0,-166.25,6897.0,-244.16,7463.0,-201.11,5854.0,-233.38,6457.0,16.0,78.0,-158.97,5838.0,-170.52,6379.0
356.23,6748.0,-178.29,7887.0,-234.92,8491.0,-176.68,6889.0,-244.16,7463.0,24.0,77.0,-160.79,6873.0,-168.98,7385.0
368.34,7762.0,-197.61,8908.0,-232.96,9512.0,-186.83,7895.0,-242.69,8483.0,32.0,71.0,-133.7,7871.0,-171.57,8406.0
364.21,8782.0,-185.99,9935.0,-244.16,10512.0,-204.26,8916.0,-240.73,9505.0,24.0,77.0,-131.74,8884.0,-177.24,9434.0
376.18,9780.0,-192.64,10944.0,-233.17,11525.0,-195.93,9928.0,-244.16,10512.0,23.0,78.0,-154.07,9904.0,-170.59,10435.0
374.15,10804.0,-193.27,11950.0,-250.04,12539.0,-207.2,10936.0,-233.17,11525.0,24.0,85.0,-157.64,10913.0,-174.44,11447.0
371.28,11824.0,-183.47,12978.0,-223.37,13575.0,-193.27,11950.0,-250.04,12539.0,24.0,70.0,-148.12,11926.0,-169.19,12454.0
354.41,12837.0,-189.0,13998.0,-227.15,14610.0,-183.47,12978.0,-232.75,13559.0,24.0,77.0,-155.47,12954.0,-177.52,13489.0
357.21,13866.0,-169.12,15037.0,-238.7,15619.0,-189.0,13998.0,-237.51,14602.0,23.0,78.0,-134.33,13974.0,-173.88,14525.0
364.0,14888.0,-173.39,16051.0,-239.75,16618.0,-182.91,15029.0,-238.7,15619.0,23.0,78.0,-144.9,15006.0,-170.52,15541.0
364.7,15910.0,-198.45,17051.0,-235.27,17649.0,-190.12,16043.0,-239.75,16618.0,24.0,78.0,-147.28,16020.0,-170.03,16540.0
373.52,16925.0,-196.91,18083.0,-234.64,18684.0,-198.45,17051.0,-235.27,17649.0,24.0,80.0,-134.82,17027.0,-168.63,17571.0
361.69,17948.0,-191.03,19115.0,-238.14,19706.0,-196.91,18083.0,-234.64,18684.0,24.0,85.0,-145.11,18059.0,-166.95,18604.0
369.46,18981.0,-184.17,20132.0,-238.49,20721.0,-191.03,19115.0,-238.14,19706.0,32.0,77.0,-154.63,19091.0,-166.04,19621.0
367.15,19974.0,-161.84,21159.0,-222.11,21744.0,-184.59,20140.0,-247.52,20714.0,15.0,78.0,-144.69,20108.0,-170.94,20637.0
358.54,21011.0,-191.87,22158.0,-232.26,22765.0,-174.37,21143.0,-247.59,21737.0,24.0,70.0,-149.59,21128.0,-177.24,21659.0
372.47,22025.0,-172.83,23202.0,-222.39,23809.0,-191.87,22158.0,-248.64,22758.0,24.0,61.0,-137.97,22134.0,-175.21,22688.0
347.97,23038.0,-186.62,24238.0,-238.98,24840.0,-172.83,23202.0,-234.99,23801.0,31.0,63.0,-138.04,23178.0,-176.89,23740.0
359.17,24106.0,-175.84,25298.0,-235.13,25858.0,-187.74,24245.0,-239.61,24832.0,23.0,70.0,-141.75,24214.0,-176.4,24769.0
354.9,25143.0,-165.69,26317.0,-233.66,26883.0,-189.21,25290.0,-239.4,25866.0,23.0,77.0,-156.52,25267.0,-171.71,25796.0
356.51,26170.0,-183.75,27327.0,-222.39,27945.0,-186.48,26309.0,-236.04,26891.0,32.0,77.0,-142.38,26286.0,-171.5,26814.0
348.74,27187.0,-184.17,28390.0,-221.83,28980.0,-186.9,27335.0,-222.39,27945.0,24.0,77.0,-134.68,27303.0,-171.43,27868.0
357.98,28234.0,-150.85,29438.0,-225.4,30004.0,-191.59,28382.0,-221.83,28980.0,16.0,85.0,-143.5,28358.0,-162.54,28903.0
359.17,29266.0,-165.13,30460.0,-235.34,31042.0,-183.75,29423.0,-229.32,30011.0,16.0,86.0,-154.42,29407.0,-161.77,29926.0
349.37,30312.0,-176.33,31484.0,-187.46,32120.0,-170.73,30452.0,-235.34,31042.0,23.0,78.0,-150.29,30436.0,-163.66,30956.0
340.41,31343.0,-170.45,32545.0,-234.15,33139.0,-176.33,31484.0,-227.43,32112.0,32.0,79.0,-130.97,31461.0,-166.6,32034.0
358.54,32389.0,-169.26,33589.0,-233.17,34183.0,-174.37,32553.0,-238.84,33131.0,24.0,86.0,-133.14,32521.0,-165.48,33052.0
341.18,33416.0,-163.94,34624.0,-213.99,35224.0,-177.03,33581.0,-233.17,34183.0,24.0,77.0,-140.42,33557.0,-164.5,34097.0
356.79,34475.0,-176.89,35662.0,-220.57,36269.0,-177.73,34616.0,-227.85,35216.0,23.0,86.0,-137.55,34592.0,-168.35,35139.0
349.65,35514.0,-182.49,36702.0,-220.22,37300.0,-188.79,35654.0,-220.57,36269.0,24.0,86.0,-141.75,35631.0,-165.9,36183.0
354.27,36551.0,-156.38,37748.0,-222.81,38322.0,-182.49,36702.0,-220.22,37300.0,23.0,78.0,-138.81,36678.0,-157.57,37214.0
346.64,37599.0,-158.48,38772.0,-233.66,39361.0,-162.89,37740.0,-225.68,38314.0,16.0,78.0,-130.83,37717.0,-155.33,38236.0
339.08,38607.0,-159.04,39814.0,-215.95,40436.0,-159.53,38764.0,-235.13,39353.0,16.0,78.0,-122.36,38748.0,-157.85,39275.0
