Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
264.6,1425.0,-142.24,2514.0,-138.88,3008.0,-143.99,1559.0,-181.86,2113.0,8.0,46.0,-143.99,1559.0,-181.86,2113.0
260.33,2396.0,-134.4,3449.0,-180.95,4012.0,-142.24,2514.0,-206.15,3047.0,16.0,39.0,-125.58,2506.0,-130.27,3001.0
257.39,3323.0,-146.37,4420.0,-165.27,4964.0,-154.28,3457.0,-184.52,4004.0,15.0,38.0,-107.1,3441.0,-137.48,3965.0
262.78,4286.0,-164.99,5374.0,-194.67,5935.0,-146.37,4420.0,-180.32,4956.0,24.0,46.0,-112.07,4405.0,-138.95,4918.0
226.31,5256.0,-163.8,6360.0,-177.94,6892.0,-181.09,5382.0,-194.67,5935.0,15.0,54.0,-114.38,5358.0,-129.36,5889.0
240.73,6234.0,-134.26,7326.0,-93.1,7756.0,-175.98,6352.0,-184.03,6900.0,16.0,101.0,-130.2,6337.0,-131.95,6846.0
243.32,7191.0,-146.09,8286.0,-169.68,8825.0,-164.85,7318.0,-185.29,7857.0,9.0,47.0,-128.87,7302.0,-93.1,7756.0
243.95,8175.0,-165.83,9230.0,-167.44,9787.0,-158.48,8278.0,-182.84,8817.0,24.0,55.0,-146.3,8269.0,-134.26,8770.0
257.46,9103.0,-181.86,10177.0,-186.83,10711.0,-175.7,9238.0,-193.06,9772.0,17.0,46.0,-118.3,9214.0,-129.78,9717.0
263.34,10057.0,-146.93,11129.0,-156.45,11682.0,-181.86,10177.0,-194.18,10703.0,16.0,23.0,-120.61,10160.0,-134.54,10657.0
280.91,11002.0,-116.2,12112.0,-165.34,12633.0,-157.64,11121.0,-170.31,11674.0,8.0,61.0,-127.33,11105.0,-140.63,11651.0
229.81,11963.0,-177.87,13072.0,-177.73,13618.0,-155.26,12097.0,-179.83,12656.0,23.0,57.0,-134.61,12089.0,-133.07,12595.0
243.74,12946.0,-156.73,14054.0,-183.4,14605.0,-189.98,13079.0,-188.23,13626.0,15.0,39.0,-120.26,13056.0,-123.55,13569.0
211.68,13846.0,-113.61,15025.0,-171.36,15562.0,-166.46,14047.0,-195.51,14597.0,8.0,47.0,-128.87,14032.0,-131.32,14558.0
250.32,14900.0,-152.46,15978.0,-161.14,16535.0,-149.94,15018.0,-180.67,15554.0,7.0,22.0,-148.19,15010.0,-139.09,15507.0
258.44,15846.0,-149.66,16945.0,-153.3,17495.0,-159.39,15970.0,-173.39,16527.0,23.0,62.0,-142.73,15963.0,-140.49,16505.0
250.53,16828.0,-163.38,17946.0,-186.97,18491.0,-171.01,16960.0,-188.23,17518.0,8.0,47.0,-125.09,16937.0,-125.72,17456.0
277.2,17830.0,-171.29,18900.0,-181.58,19443.0,-164.15,17938.0,-186.97,18491.0,16.0,54.0,-140.56,17930.0,-128.45,18444.0
265.58,18774.0,-149.17,19845.0,-181.58,20385.0,-171.29,18900.0,-185.5,19435.0,15.0,54.0,-132.51,18884.0,-134.54,19381.0
264.18,19719.0,-183.19,20807.0,-173.18,21354.0,-149.17,19845.0,-181.58,20385.0,23.0,63.0,-121.66,19830.0,-136.43,20331.0
261.38,20664.0,-130.76,21783.0,-166.39,22330.0,-188.65,20814.0,-184.8,21362.0,15.0,55.0,-127.54,20791.0,-128.66,21299.0
267.68,21656.0,-101.92,22743.0,-188.23,23266.0,-161.77,21775.0,-176.54,22322.0,8.0,54.0,-135.52,21760.0,-131.25,22267.0
238.91,22608.0,-166.32,23669.0,-175.14,24207.0,-159.18,22727.0,-189.07,23258.0,16.0,54.0,-145.95,22719.0,-129.64,23204.0
258.79,23543.0,-100.66,24617.0,-182.63,25149.0,-166.32,23669.0,-191.17,24199.0,8.0,54.0,-127.05,23653.0,-137.27,24145.0
262.43,24475.0,-167.02,25551.0,-182.28,26101.0,-132.37,24609.0,-182.63,25149.0,24.0,54.0,-126.84,24601.0,-133.28,25095.0
263.83,25441.0,-161.21,26520.0,-173.6,27061.0,-184.24,25559.0,-182.28,26101.0,16.0,63.0,-110.25,25535.0,-133.07,26047.0
296.24,26393.0,-128.73,27481.0,-174.23,28021.0,-161.21,26520.0,-179.06,27069.0,8.0,54.0,-136.78,26504.0,-128.31,27006.0
262.15,27345.0,-172.69,28434.0,-144.55,28990.0,-143.29,27473.0,-179.76,28013.0,23.0,46.0,-130.48,27465.0,-129.08,27959.0
224.14,28314.0,-181.3,29380.0,-186.48,29919.0,-185.71,28441.0,-182.7,28974.0,23.0,54.0,-109.48,28418.0,-128.87,28928.0
265.02,29269.0,-171.15,30331.0,-157.22,30890.0,-188.93,29387.0,-186.48,29919.0,16.0,31.0,-135.24,29364.0,-132.09,29865.0
218.12,30213.0,-88.13,31294.0,-187.67,31813.0,-183.4,30324.0,-171.01,30883.0,8.0,54.0,-134.89,30308.0,-132.93,30852.0
252.56,31168.0,-159.25,32239.0,-176.68,32771.0,-156.73,31278.0,-201.74,31821.0,15.0,54.0,-139.3,31270.0,-128.45,31767.0
253.33,32114.0,-167.65,33183.0,-184.24,33725.0,-159.25,32239.0,-179.41,32779.0,24.0,63.0,-128.1,32224.0,-130.76,32725.0
261.52,33064.0,-172.69,34139.0,-183.75,34672.0,-179.27,33191.0,-184.8,33733.0,24.0,61.0,-115.85,33167.0,-136.36,33670.0
277.9,33979.0,-175.77,35084.0,-190.19,35615.0,-172.69,34139.0,-183.75,34672.0,24.0,54.0,-123.2,34115.0,-128.52,34611.0
236.32,34855.0,-120.19,36027.0,-179.41,36582.0,-175.77,35084.0,-195.93,35607.0,16.0,54.0,-131.74,35060.0,-132.65,35553.0
266.0,35909.0,-80.5,37010.0,-161.21,37564.0,-177.17,36012.0,-184.45,36574.0,8.0,31.0,-125.37,35996.0,-134.05,36520.0
213.71,36876.0,-155.4,37968.0,-164.99,38537.0,-152.25,36994.0,-177.31,37556.0,8.0,23.0,-142.52,36986.0,-137.2,37525.0
231.91,37826.0,-149.52,38938.0,-150.43,39477.0,-160.23,37960.0,-181.09,38529.0,16.0,54.0,-138.74,37952.0,-137.9,38506.0
235.41,38836.0,-163.31,39941.0,-152.53,40512.0,-151.62,38946.0,-187.04,39500.0,,,-124.32,38930.0,-129.78,39446.0
