Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
232.12,2377.0,-77.77,3781.0,-100.8,4510.0,-90.23,2540.0,-127.47,3252.0,31.0,31.0,-90.23,2540.0,-127.47,3252.0
243.04,3602.0,-77.14,5080.0,-102.62,5766.0,-93.8,3804.0,-114.66,4534.0,23.0,39.0,-68.67,3773.0,-94.85,4503.0
254.66,4901.0,-68.18,6348.0,-99.54,7091.0,-95.2,5065.0,-103.46,5774.0,24.0,46.0,-71.54,5042.0,-87.36,5735.0
237.72,6113.0,-95.97,7625.0,-102.69,8352.0,-76.23,6341.0,-99.61,7098.0,16.0,46.0,-66.71,6317.0,-80.92,7052.0
245.49,7444.0,-97.02,8881.0,-86.38,9532.0,-104.37,7617.0,-102.69,8352.0,16.0,100.0,-64.54,7601.0,-73.08,8306.0
260.47,8693.0,-99.47,10107.0,-101.15,10765.0,-97.51,8873.0,-116.83,9586.0,23.0,101.0,-74.55,8857.0,-72.17,9486.0
253.05,9935.0,-95.06,11312.0,-112.35,12034.0,-99.47,10107.0,-113.54,10789.0,38.0,93.0,-77.98,10084.0,-77.0,10688.0
263.41,11170.0,-50.4,12572.0,-74.55,13308.0,-100.17,11327.0,-115.43,12026.0,15.0,54.0,-70.14,11289.0,-82.39,11933.0
245.42,12375.0,-100.59,13791.0,-109.41,14504.0,-78.54,12548.0,-100.24,13277.0,31.0,77.0,-71.4,12533.0,-81.76,13223.0
261.94,13633.0,-95.2,15021.0,-94.36,15719.0,-100.59,13791.0,-109.41,14504.0,31.0,102.0,-74.41,13760.0,-75.74,14427.0
256.9,14871.0,-105.49,16267.0,-75.04,16862.0,-100.45,15029.0,-101.29,15750.0,31.0,126.0,-65.17,14998.0,-74.62,15648.0
247.52,16094.0,-70.77,17476.0,-113.75,18167.0,-105.49,16267.0,-126.77,16980.0,16.0,101.0,-83.65,16236.0,-88.9,16854.0
269.64,17272.0,-103.67,18664.0,-99.75,19408.0,-89.88,17461.0,-123.62,18152.0,23.0,46.0,-77.14,17445.0,-83.79,18051.0
256.48,18500.0,-113.68,19881.0,-88.2,20609.0,-107.59,18657.0,-118.37,19385.0,31.0,45.0,-75.18,18634.0,-88.27,19339.0
256.2,19716.0,-107.24,21090.0,-95.27,21742.0,-116.27,19889.0,-110.46,20586.0,31.0,94.0,-70.07,19858.0,-87.71,20541.0
244.09,20917.0,-107.8,22295.0,-106.75,22940.0,-107.24,21090.0,-114.1,21790.0,23.0,93.0,-80.08,21059.0,-82.04,21696.0
251.3,22106.0,-79.59,23478.0,-110.25,24152.0,-109.27,22287.0,-113.89,22963.0,15.0,100.0,-81.62,22264.0,-80.01,22870.0
262.29,23310.0,-121.8,24657.0,-122.5,25365.0,-93.87,23462.0,-110.25,24152.0,30.0,100.0,-81.2,23447.0,-79.87,24052.0
