Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
206.64,2331.0,-136.71,3350.0,-94.15,3782.0,-142.94,2442.0,-133.63,2951.0,16.0,78.0,-142.94,2442.0,-133.63,2951.0
214.9,3238.0,-139.72,4280.0,-147.07,4775.0,-149.59,3358.0,-143.99,3852.0,15.0,78.0,-115.5,3342.0,-93.94,3774.0
248.43,4145.0,-168.0,5187.0,-101.5,5721.0,-149.31,4272.0,-147.07,4775.0,24.0,40.0,-110.74,4257.0,-99.68,4697.0
264.32,5068.0,-133.91,6116.0,-117.95,6654.0,-174.65,5195.0,-134.82,5698.0,8.0,47.0,-120.54,5171.0,-106.05,5658.0
258.86,5966.0,-107.45,7069.0,-128.03,7590.0,-148.19,6109.0,-146.02,6638.0,15.0,54.0,-122.78,6101.0,-106.96,6591.0
230.65,6896.0,-113.26,8031.0,-124.88,8535.0,-143.5,7061.0,-138.04,7598.0,8.0,54.0,-116.69,7046.0,-106.4,7544.0
228.9,7912.0,-131.95,8953.0,-111.65,9407.0,-136.29,8023.0,-124.88,8535.0,8.0,101.0,-128.66,8015.0,-101.64,8481.0
227.29,8834.0,-136.5,9869.0,-83.16,10329.0,-150.85,8943.0,-147.49,9453.0,16.0,69.0,-130.69,8935.0,-93.8,9352.0
264.32,9752.0,-161.07,10823.0,-128.31,11332.0,-150.78,9877.0,-104.23,10398.0,16.0,94.0,-115.08,9861.0,-83.16,10329.0
245.14,10713.0,-111.09,11767.0,-117.46,12277.0,-161.07,10823.0,-132.93,11340.0,8.0,93.0,-107.17,10807.0,-89.81,11246.0
208.95,11648.0,-131.95,12707.0,-125.65,13225.0,-131.53,11759.0,-122.78,12284.0,8.0,86.0,-116.62,11751.0,-87.64,12191.0
204.4,12580.0,-132.79,13622.0,-95.2,14147.0,-135.87,12699.0,-133.28,13217.0,24.0,24.0,-112.14,12691.0,-91.91,13131.0
241.36,13527.0,-152.88,14577.0,-128.73,15046.0,-161.14,13638.0,-111.3,14124.0,15.0,100.0,-101.15,13614.0,-95.9,14100.0
245.14,14458.0,-94.71,15513.0,-125.16,15991.0,-161.63,14569.0,-150.15,15087.0,16.0,77.0,-119.49,14554.0,-88.9,14987.0
219.38,15386.0,-136.85,16443.0,-128.87,16962.0,-138.04,15497.0,-132.16,16006.0,8.0,93.0,-138.04,15497.0,-93.8,15929.0
247.45,16316.0,-122.92,17395.0,-132.3,17899.0,-157.36,16435.0,-128.87,16962.0,8.0,86.0,-123.55,16419.0,-98.98,16869.0
239.47,17276.0,-135.03,18335.0,-126.49,18850.0,-157.15,17387.0,-132.3,17899.0,16.0,54.0,-134.68,17379.0,-91.56,17813.0
221.27,18225.0,-155.54,19262.0,-121.59,19769.0,-148.89,18327.0,-136.78,18842.0,16.0,80.0,-126.42,18319.0,-92.54,18788.0
247.87,19168.0,-166.18,20224.0,-128.73,20734.0,-156.03,19270.0,-123.69,19777.0,8.0,86.0,-117.39,19254.0,-96.32,19697.0
233.38,20113.0,-109.62,21194.0,-122.36,21711.0,-166.18,20224.0,-131.88,20750.0,16.0,88.0,-117.18,20208.0,-91.49,20664.0
236.81,21075.0,-178.43,22141.0,-139.79,22621.0,-133.56,21186.0,-122.36,21711.0,16.0,133.0,-126.56,21178.0,-91.56,21623.0
232.68,22030.0,-158.62,23076.0,-115.99,23619.0,-178.43,22141.0,-143.5,22660.0,16.0,102.0,-107.66,22125.0,-89.18,22527.0
250.53,22965.0,-169.4,24047.0,-117.6,24581.0,-158.62,23076.0,-127.61,23611.0,8.0,94.0,-116.34,23060.0,-93.94,23509.0
234.43,23920.0,-72.38,25010.0,-120.96,25535.0,-169.4,24047.0,-135.59,24573.0,16.0,95.0,-131.46,24031.0,-95.83,24479.0
277.97,24891.0,-134.75,25955.0,-125.02,26477.0,-115.85,25002.0,-125.3,25527.0,16.0,78.0,-115.85,25002.0,-94.5,25432.0
221.76,25844.0,-146.44,26896.0,-100.24,27446.0,-147.7,25947.0,-143.99,26461.0,8.0,70.0,-126.42,25939.0,-94.29,26383.0
240.59,26786.0,-170.59,27851.0,-96.18,28403.0,-146.44,26896.0,-131.46,27422.0,8.0,63.0,-108.78,26880.0,-95.27,27352.0
235.06,27741.0,-98.7,28824.0,-121.87,29344.0,-170.59,27851.0,-125.02,28388.0,,39.0,-119.63,27835.0,-98.56,28325.0
231.0,28706.0,-131.46,29781.0,-116.83,30262.0,-128.59,28809.0,-129.85,29313.0,,70.0,-128.59,28809.0,-91.0,29274.0
233.66,29662.0,-126.84,30746.0,-117.88,31294.0,-149.17,29773.0,-129.71,30278.0,,54.0,-122.01,29765.0,-92.82,30208.0
220.22,30635.0,-133.35,31733.0,-134.33,32245.0,-127.82,30738.0,-125.23,31286.0,,,-97.72,30730.0,-94.99,31232.0
