Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
256.55,2848.0,-103.04,4282.0,-103.18,4950.0,-105.28,3037.0,-142.17,3793.0,23.0,93.0,-105.28,3037.0,-142.17,3793.0
263.2,4123.0,-108.43,5538.0,-135.45,6205.0,-116.13,4297.0,-139.44,5035.0,15.0,116.0,-89.04,4274.0,-100.38,4942.0
278.32,5380.0,-133.42,6716.0,-143.57,7374.0,-127.54,5530.0,-145.18,6228.0,16.0,124.0,-88.9,5515.0,-98.7,6112.0
288.54,6558.0,-92.05,7907.0,-119.91,8644.0,-138.32,6709.0,-145.74,7389.0,7.0,78.0,-107.8,6693.0,-101.29,7265.0
280.07,7734.0,-137.06,9109.0,-145.53,9792.0,-128.03,7891.0,-140.28,8614.0,23.0,109.0,-114.24,7884.0,-102.69,8536.0
269.36,8952.0,-131.11,10299.0,-146.86,11003.0,-144.97,9117.0,-146.09,9800.0,24.0,101.0,-96.04,9094.0,-100.17,9691.0
284.48,10133.0,-122.43,11530.0,-149.66,12228.0,-133.42,10307.0,-149.38,11010.0,23.0,101.0,-102.48,10283.0,-101.43,10909.0
278.88,11357.0,-144.27,12738.0,-142.1,13450.0,-133.14,11522.0,-152.11,12220.0,24.0,92.0,-98.56,11499.0,-104.44,12119.0
295.82,12565.0,-120.19,13943.0,-138.32,14653.0,-144.27,12738.0,-145.53,13434.0,15.0,77.0,-110.53,12714.0,-107.03,13342.0
270.97,13778.0,-147.84,15142.0,-138.81,15785.0,-133.42,13935.0,-141.68,14630.0,23.0,123.0,-115.36,13920.0,-105.84,14553.0
287.63,14978.0,-115.57,16328.0,-149.66,17009.0,-147.84,15142.0,-157.64,15823.0,16.0,84.0,-101.78,15119.0,-100.8,15700.0
285.11,16169.0,-123.97,17510.0,-115.08,18273.0,-134.82,16320.0,-153.65,16993.0,16.0,54.0,-115.64,16304.0,-106.54,16909.0
284.76,17337.0,-130.69,18729.0,-130.69,19405.0,-131.25,17503.0,-143.99,18243.0,16.0,109.0,-107.73,17487.0,-110.32,18189.0
289.45,18563.0,-130.76,19930.0,-73.99,20471.0,-130.69,18729.0,-139.93,19444.0,24.0,184.0,-105.21,18713.0,-104.23,19335.0
273.77,19765.0,-134.05,21141.0,-148.19,21814.0,-132.16,19938.0,-151.27,20655.0,16.0,70.0,-99.54,19914.0,-73.99,20471.0
284.41,20968.0,-136.92,22342.0,-126.21,23059.0,-141.96,21133.0,-159.18,21806.0,24.0,77.0,-108.36,21117.0,-103.46,21736.0
279.72,22184.0,-147.35,23524.0,-156.38,24225.0,-136.92,22342.0,-156.1,23028.0,23.0,70.0,-96.46,22318.0,-111.93,22951.0
281.05,23343.0,-110.53,24751.0,-156.87,25460.0,-147.35,23524.0,-156.94,24217.0,23.0,85.0,-101.43,23501.0,-111.58,24147.0
285.32,24571.0,-146.51,25945.0,-151.34,26664.0,-128.31,24743.0,-157.57,25468.0,23.0,70.0,-100.17,24720.0,-111.79,25383.0
306.11,25788.0,-100.24,27158.0,-155.4,27846.0,-146.51,25945.0,-151.9,26656.0,8.0,70.0,-102.69,25922.0,-113.05,26586.0
293.93,26992.0,-125.65,28341.0,-156.17,28991.0,-128.94,27142.0,-155.61,27838.0,15.0,101.0,-117.25,27134.0,-110.6,27768.0
272.72,28175.0,-129.29,29511.0,-146.58,30240.0,-126.84,28333.0,-164.08,29015.0,23.0,70.0,-102.69,28318.0,-110.6,28914.0
281.05,29353.0,-133.84,30725.0,-148.96,31423.0,-133.84,29519.0,-150.85,30224.0,15.0,78.0,-98.14,29496.0,-113.75,30154.0
284.55,30576.0,-127.68,31934.0,-155.19,32622.0,-137.97,30717.0,-150.5,31408.0,15.0,85.0,-107.66,30702.0,-112.07,31330.0
276.78,31776.0,-115.99,33144.0,-144.48,33879.0,-131.88,31926.0,-156.45,32630.0,7.0,69.0,-111.79,31911.0,-106.26,32545.0
269.57,32967.0,-130.41,34359.0,-145.67,35090.0,-121.38,33133.0,-150.15,33863.0,16.0,62.0,-110.88,33126.0,-107.8,33794.0
285.53,34193.0,-131.6,35571.0,-149.66,36246.0,-130.41,34359.0,-151.69,35074.0,32.0,93.0,-107.8,34343.0,-111.51,35012.0
277.55,35420.0,-140.21,36768.0,-140.07,37488.0,-148.33,35587.0,-159.18,36269.0,31.0,69.0,-99.54,35555.0,-108.22,36176.0
288.12,36616.0,-115.57,37993.0,-134.61,38741.0,-143.5,36775.0,-142.17,37472.0,16.0,70.0,-100.73,36744.0,-110.74,37403.0
290.78,37827.0,-135.87,39243.0,-140.77,39876.0,-133.98,37985.0,-137.62,38726.0,23.0,117.0,-114.17,37969.0,-108.92,38656.0
271.18,39071.0,-140.7,40416.0,-158.2,41111.0,-146.44,39235.0,-157.15,39923.0,23.0,108.0,-112.56,39212.0,-98.35,39806.0
293.16,40258.0,-143.71,41608.0,-122.22,42342.0,-140.7,40416.0,-159.32,41119.0,23.0,78.0,-101.92,40393.0,-105.35,41011.0
307.37,41459.0,-147.35,42807.0,-154.63,43526.0,-143.71,41608.0,-154.7,42304.0,15.0,85.0,-100.8,41585.0,-112.28,42226.0
282.31,42650.0,-128.94,44012.0,-138.6,44757.0,-148.4,42799.0,-166.11,43511.0,15.0,61.0,-116.62,42784.0,-112.98,43426.0
275.24,43838.0,-132.09,45222.0,-157.99,45916.0,-144.13,44004.0,-152.11,44733.0,15.0,77.0,-121.45,43989.0,-116.41,44672.0
283.5,45064.0,-130.97,46401.0,-153.3,47082.0,-132.09,45222.0,-157.99,45916.0,15.0,77.0,-107.66,45207.0,-113.89,45839.0
302.82,46244.0,-129.15,47583.0,-153.86,48270.0,-130.97,46401.0,-159.11,47089.0,23.0,77.0,-113.89,46386.0,-111.37,47012.0
284.27,47426.0,-138.95,48767.0,-151.76,49476.0,-137.48,47591.0,-153.86,48270.0,23.0,77.0,-95.2,47568.0,-112.42,48193.0
295.82,48616.0,-154.49,49963.0,-159.74,50636.0,-138.95,48767.0,-151.76,49476.0,23.0,92.0,-112.0,48744.0,-113.12,49399.0
295.47,49798.0,-160.3,51143.0,-151.76,51829.0,-154.49,49963.0,-165.34,50651.0,23.0,92.0,-101.01,49940.0,-108.08,50559.0
305.97,50987.0,-105.42,52337.0,-147.63,53045.0,-160.3,51143.0,-152.32,51836.0,7.0,69.0,-114.38,51120.0,-111.16,51744.0
303.52,52164.0,-129.08,53527.0,-152.81,54222.0,-132.58,52321.0,-157.99,53021.0,15.0,77.0,-125.09,52314.0,-117.6,52952.0
273.0,53361.0,-127.54,54719.0,-131.53,55497.0,-129.08,53527.0,-154.0,54214.0,31.0,62.0,-114.1,53512.0,-110.11,54137.0
284.41,54560.0,-137.34,55978.0,-142.94,56641.0,-140.91,54734.0,-138.53,55482.0,16.0,101.0,-94.01,54703.0,-115.57,55420.0
286.23,55804.0,-142.73,57182.0,-147.77,57901.0,-143.36,55970.0,-156.8,56672.0,23.0,79.0,-107.17,55954.0,-103.74,56571.0
284.06,57009.0,-132.79,58405.0,-134.89,59165.0,-150.01,57174.0,-149.8,57893.0,23.0,69.0,-110.04,57151.0,-104.93,57814.0
280.07,58239.0,-153.16,59642.0,-149.87,60353.0,-132.79,58405.0,-149.8,59142.0,,,-103.11,58382.0,-110.32,59073.0
