Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
205.24,2548.0,-63.7,3849.0,-110.67,4456.0,-61.88,2722.0,-148.12,3359.0,32.0,47.0,-61.88,2722.0,-148.12,3359.0
205.87,3708.0,-70.28,5053.0,-150.99,5688.0,-77.49,3873.0,-160.51,4496.0,23.0,55.0,-53.62,3841.0,-105.91,4449.0
185.36,4757.0,-78.47,6205.0,-158.55,6838.0,-87.57,5037.0,-153.93,5696.0,24.0,54.0,-61.39,5014.0,-108.29,5641.0
215.74,5949.0,-98.07,7339.0,-144.48,8005.0,-89.11,6198.0,-158.55,6838.0,24.0,47.0,-73.43,6174.0,-112.84,6784.0
225.47,7183.0,-84.35,8507.0,-141.12,9147.0,-98.07,7339.0,-155.54,7990.0,16.0,39.0,-65.24,7315.0,-115.15,7943.0
204.47,8328.0,-91.98,9629.0,-154.77,10238.0,-89.74,8499.0,-147.21,9131.0,24.0,54.0,-81.13,8483.0,-116.55,9092.0
206.08,9463.0,-101.57,10763.0,-146.09,11380.0,-91.98,9629.0,-159.74,10246.0,24.0,55.0,-66.5,9605.0,-110.74,10192.0
224.35,10596.0,-96.95,11872.0,-153.09,12507.0,-101.57,10763.0,-146.79,11388.0,24.0,55.0,-76.72,10739.0,-111.86,11333.0
226.8,11651.0,-85.68,12998.0,-162.61,13608.0,-96.95,11872.0,-153.09,12507.0,16.0,62.0,-70.21,11848.0,-112.28,12452.0
243.04,12808.0,-97.44,14106.0,-139.93,14756.0,-92.47,12990.0,-162.61,13608.0,24.0,48.0,-72.38,12974.0,-105.98,13546.0
211.61,13933.0,-102.9,15247.0,-159.53,15878.0,-97.44,14106.0,-144.48,14740.0,24.0,63.0,-77.56,14082.0,-114.17,14692.0
212.17,14995.0,-95.2,16377.0,-169.12,17013.0,-102.9,15247.0,-161.28,15886.0,24.0,63.0,-71.96,15223.0,-112.7,15823.0
222.74,16117.0,-98.49,17496.0,-149.38,18129.0,-95.2,16377.0,-169.12,17013.0,24.0,47.0,-72.94,16353.0,-110.32,16950.0
235.9,17323.0,-97.72,18606.0,-150.43,19212.0,-98.49,17496.0,-158.41,18113.0,24.0,64.0,-77.07,17472.0,-121.17,18066.0
211.68,18431.0,-107.94,19696.0,-164.64,20315.0,-97.72,18606.0,-151.34,19220.0,24.0,63.0,-74.34,18582.0,-124.25,19156.0
227.99,19538.0,-78.82,20799.0,-146.79,21427.0,-107.94,19696.0,-164.64,20315.0,16.0,55.0,-71.12,19672.0,-114.1,20252.0
218.96,20634.0,-107.87,21894.0,-153.37,22537.0,-97.23,20791.0,-158.55,21412.0,24.0,47.0,-80.99,20775.0,-110.67,21357.0
220.29,21737.0,-86.1,23021.0,-168.42,23656.0,-107.87,21894.0,-161.84,22521.0,24.0,55.0,-72.03,21870.0,-115.85,22474.0
208.18,22831.0,-89.32,24148.0,-127.26,24822.0,-86.1,23021.0,-168.42,23656.0,16.0,31.0,-76.3,22997.0,-117.67,23601.0
215.74,23967.0,-94.01,25298.0,-154.14,25904.0,-94.22,24140.0,-137.2,24798.0,24.0,63.0,-79.03,24124.0,-116.34,24767.0
217.77,25117.0,-92.89,26412.0,-55.93,26849.0,-94.01,25298.0,-158.97,25920.0,16.0,181.0,-70.91,25274.0,-109.69,25857.0
213.99,26254.0,-96.46,27515.0,-126.49,28180.0,-94.78,26404.0,-162.61,27030.0,33.0,47.0,-77.56,26388.0,-55.93,26849.0
213.78,27326.0,-92.68,28640.0,-118.79,29314.0,-99.19,27524.0,-162.68,28149.0,16.0,39.0,-67.34,27491.0,-120.19,28102.0
217.42,28458.0,-89.53,29790.0,-153.58,30442.0,-98.14,28631.0,-147.21,29274.0,24.0,55.0,-81.2,28615.0,-117.6,29235.0
205.8,29600.0,-84.42,30943.0,-159.53,31538.0,-101.15,29782.0,-153.79,30450.0,23.0,63.0,-80.99,29758.0,-110.6,30395.0
222.04,30746.0,-70.42,32060.0,-144.27,32686.0,-84.42,30943.0,-167.65,31554.0,16.0,47.0,-74.83,30920.0,-110.74,31491.0
206.22,31894.0,-91.42,33155.0,-170.87,33757.0,-89.04,32052.0,-151.69,32670.0,24.0,55.0,-76.65,32036.0,-118.79,32623.0
213.71,32989.0,-97.02,34259.0,-156.17,34886.0,-91.42,33155.0,-170.87,33757.0,23.0,47.0,-68.18,33131.0,-115.29,33702.0
209.37,34101.0,-102.76,35371.0,-153.3,36015.0,-97.02,34259.0,-156.45,34878.0,16.0,40.0,-63.28,34236.0,-118.37,34831.0
212.66,35205.0,-94.29,36500.0,-150.01,37142.0,-104.16,35363.0,-158.76,35999.0,24.0,71.0,-81.48,35347.0,-124.88,35959.0
214.06,36319.0,-95.83,37644.0,-151.69,38256.0,-94.29,36500.0,-156.59,37166.0,25.0,56.0,-73.71,36476.0,-110.88,37095.0
225.26,37406.0,-103.04,38748.0,-151.76,39369.0,-95.83,37644.0,-151.69,38256.0,24.0,55.0,-71.26,37619.0,-111.23,38200.0
210.0,38575.0,-84.42,39864.0,-142.73,40491.0,-106.4,38740.0,-157.43,39353.0,24.0,48.0,-72.94,38716.0,-112.63,39298.0
219.24,39690.0,-91.63,40975.0,-155.96,41584.0,-103.39,39856.0,-146.23,40476.0,16.0,55.0,-83.58,39832.0,-109.83,40428.0
220.64,40809.0,-85.4,42091.0,-149.38,42717.0,-97.65,40967.0,-155.96,41584.0,16.0,47.0,-84.98,40951.0,-107.59,41529.0
208.6,41902.0,-94.5,43187.0,-156.66,43837.0,-94.85,42083.0,-149.87,42709.0,24.0,31.0,-78.96,42067.0,-108.85,42662.0
215.95,43030.0,-93.94,44337.0,-159.67,44970.0,-94.99,43195.0,-160.93,43814.0,23.0,39.0,-68.32,43171.0,-112.14,43783.0
220.15,44124.0,-92.47,45497.0,-150.99,46124.0,-93.94,44337.0,-159.67,44970.0,23.0,55.0,-69.51,44314.0,-111.86,44931.0
206.99,45277.0,-89.39,46631.0,-158.62,47273.0,-96.88,45489.0,-154.35,46140.0,16.0,56.0,-73.01,45466.0,-112.7,46085.0
218.82,46442.0,-79.87,47788.0,-144.13,48412.0,-94.57,46623.0,-160.72,47281.0,16.0,55.0,-72.52,46607.0,-111.65,47225.0
215.04,47560.0,-95.48,48880.0,-132.79,49529.0,-88.62,47780.0,-161.35,48405.0,24.0,39.0,-77.49,47764.0,-113.33,48350.0
224.84,48730.0,-101.64,49987.0,-147.91,50596.0,-97.44,48888.0,-141.68,49505.0,16.0,63.0,-68.81,48864.0,-117.11,49466.0
223.65,49830.0,-98.77,51087.0,-157.08,51714.0,-103.88,49979.0,-152.6,50612.0,24.0,54.0,-90.93,49963.0,-108.57,50549.0
235.41,50914.0,-60.13,52236.0,-75.95,52744.0,-98.77,51087.0,-157.08,51714.0,8.0,119.0,-75.32,51063.0,-108.08,51660.0
194.32,52048.0,-92.82,53346.0,-132.3,54042.0,-84.84,52220.0,-164.71,52863.0,24.0,47.0,-72.87,52212.0,-75.95,52744.0
223.16,53181.0,-98.49,54476.0,-131.11,55145.0,-101.85,53354.0,-169.05,54002.0,32.0,47.0,-67.48,53330.0,-118.72,53955.0
224.56,54320.0,-58.87,55618.0,-152.6,56238.0,-106.82,54492.0,-165.06,55113.0,15.0,47.0,-67.76,54460.0,-120.61,55066.0
200.2,55429.0,-107.03,56729.0,-145.32,57419.0,-93.1,55602.0,-152.6,56238.0,,,-78.05,55587.0,-118.44,56191.0
