Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
100.03,2865.0,-81.97,4362.0,-76.09,5173.0,-90.58,3055.0,-97.09,3789.0,31.0,23.0,-90.58,3055.0,-97.09,3789.0
168.07,4134.0,-96.67,5709.0,-83.72,6421.0,-107.1,4385.0,-91.49,5189.0,24.0,76.0,-69.79,4354.0,-70.28,5166.0
179.13,5495.0,-120.54,6985.0,-87.99,7677.0,-107.66,5702.0,-115.92,6474.0,31.0,107.0,-76.3,5678.0,-66.29,6398.0
182.0,6773.0,-94.29,8258.0,-38.71,8776.0,-120.54,6985.0,-132.09,7731.0,16.0,215.0,-79.38,6954.0,-73.08,7624.0
186.48,8020.0,-177.03,9423.0,-155.05,10016.0,-119.42,8242.0,-100.73,8991.0,31.0,92.0,-94.22,8226.0,-38.71,8776.0
282.31,9281.0,-155.33,10458.0,-135.59,11053.0,-177.03,9423.0,-168.63,10008.0,16.0,69.0,-86.31,9392.0,-88.06,9916.0
269.78,10331.0,-116.34,11486.0,-111.51,12101.0,-159.18,10450.0,-150.57,11037.0,8.0,23.0,-114.1,10434.0,-95.48,10968.0
253.75,11344.0,-138.04,12519.0,-112.35,13159.0,-149.45,11471.0,-137.41,12085.0,23.0,23.0,-136.15,11463.0,-112.07,12062.0
245.77,12369.0,-153.02,13594.0,-109.13,14228.0,-141.33,12526.0,-139.02,13143.0,23.0,15.0,-110.04,12503.0,-106.68,13120.0
231.56,13458.0,-157.57,14670.0,-113.61,15295.0,-153.02,13594.0,-111.58,14220.0,31.0,31.0,-110.53,13571.0,-97.37,14205.0
235.27,14505.0,-139.16,15758.0,-80.78,16308.0,-159.74,14677.0,-116.97,15302.0,16.0,92.0,-104.58,14646.0,-89.81,15271.0
230.02,15617.0,-121.45,16830.0,-107.8,17456.0,-151.69,15750.0,-126.98,16377.0,23.0,23.0,-120.54,15734.0,-80.08,16285.0
214.55,16621.0,-163.52,17881.0,-110.46,18511.0,-150.5,16822.0,-120.89,17440.0,24.0,32.0,-112.07,16799.0,-88.06,17417.0
259.84,17724.0,-154.56,18937.0,-90.02,19510.0,-163.52,17881.0,-126.21,18494.0,23.0,85.0,-108.64,17857.0,-88.48,18462.0
250.32,18803.0,-163.59,19997.0,-86.94,20638.0,-165.2,18929.0,-120.26,19549.0,24.0,23.0,-112.77,18906.0,-86.66,19464.0
241.78,19863.0,-163.59,21078.0,-93.45,21634.0,-163.59,19997.0,-124.81,20607.0,23.0,85.0,-123.27,19973.0,-93.31,20584.0
244.09,20929.0,-193.06,22083.0,-96.25,22515.0,-173.74,21070.0,-189.84,21665.0,32.0,100.0,-119.49,21047.0,-85.89,21580.0
323.54,21925.0,-145.18,23025.0,-174.72,23542.0,-197.54,22091.0,-178.57,22615.0,8.0,15.0,-118.23,22059.0,-96.25,22515.0
259.21,22843.0,-202.58,23946.0,-129.43,24479.0,-180.46,23017.0,-187.53,23534.0,23.0,7.0,-154.28,23009.0,-135.17,23519.0
285.88,23766.0,-158.13,24881.0,-163.03,25416.0,-202.58,23946.0,-162.4,24463.0,8.0,15.0,-142.94,23923.0,-150.22,24456.0
292.95,24716.0,-144.69,25835.0,-172.41,26383.0,-177.8,24873.0,-163.03,25416.0,23.0,16.0,-158.27,24865.0,-123.2,25401.0
271.32,25716.0,-184.8,26810.0,-136.57,27359.0,-158.9,25828.0,-172.41,26383.0,16.0,15.0,-158.9,25828.0,-137.2,26367.0
264.11,26644.0,-186.27,27762.0,-152.32,28327.0,-184.8,26810.0,-148.96,27351.0,16.0,15.0,-131.18,26787.0,-132.23,27336.0
272.65,27643.0,-163.52,28753.0,-161.63,29304.0,-186.27,27762.0,-160.86,28319.0,16.0,24.0,-149.24,27746.0,-125.16,28304.0
273.21,28619.0,-193.41,29730.0,-138.53,30288.0,-189.63,28746.0,-163.8,29312.0,16.0,16.0,-145.32,28730.0,-117.67,29288.0
311.64,29580.0,-170.31,30700.0,-92.89,31280.0,-193.41,29730.0,-150.85,30281.0,16.0,7.0,-152.11,29714.0,-127.05,30265.0
