Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
160.93,70601.0,-52.22,72644.0,-108.64,73432.0,-66.08,71012.0,-97.23,71962.0,24.0,80.0,-42.0,70981.0,-80.92,71914.0
174.44,72265.0,-56.0,74067.0,-104.93,74968.0,-54.32,72597.0,-108.64,73432.0,16.0,64.0,-44.1,72581.0,-71.26,73352.0
153.3,73798.0,-49.35,75580.0,-98.21,76457.0,-56.0,74067.0,-104.93,74968.0,24.0,40.0,-42.63,74043.0,-74.97,74904.0
171.5,75232.0,-59.43,77053.0,-97.65,77994.0,-49.63,75572.0,-98.91,76425.0,39.0,56.0,-41.37,75556.0,-80.22,76385.0
174.09,76744.0,-56.14,78651.0,-95.97,79573.0,-59.43,77053.0,-97.65,77994.0,16.0,71.0,-42.21,77029.0,-74.2,77938.0
141.89,78242.0,-51.45,80270.0,-110.81,81075.0,-61.46,78667.0,-105.56,79596.0,16.0,96.0,-39.55,78628.0,-69.58,79525.0
157.71,79915.0,-44.45,81788.0,-99.05,82654.0,-58.73,80254.0,-118.86,81107.0,40.0,56.0,-48.79,80238.0,-73.57,81011.0
150.43,81402.0,-51.38,83249.0,-89.95,84201.0,-47.39,81741.0,-111.16,82622.0,16.0,63.0,-42.49,81725.0,-80.85,82566.0
160.51,82893.0,-51.73,84838.0,-111.44,85788.0,-64.89,83273.0,-108.99,84193.0,16.0,64.0,-38.08,83233.0,-80.64,84130.0
164.85,84488.0,-48.93,86416.0,-94.99,87258.0,-56.14,84822.0,-111.44,85788.0,8.0,64.0,-46.2,84806.0,-78.47,85724.0
176.68,86029.0,-43.68,87907.0,-127.12,88740.0,-58.31,86400.0,-106.4,87298.0,23.0,71.0,-45.43,86384.0,-78.54,87234.0
167.93,87560.0,-54.46,89310.0,-122.99,90148.0,-45.64,87899.0,-127.12,88740.0,23.0,63.0,-42.91,87891.0,-82.11,88669.0
163.66,88995.0,-52.43,90738.0,-97.79,91722.0,-56.98,89318.0,-125.02,90139.0,32.0,47.0,-42.63,89295.0,-85.26,90076.0
164.64,90395.0,-60.27,92304.0,-106.68,93153.0,-55.72,90745.0,-101.85,91698.0,24.0,79.0,-40.04,90722.0,-88.41,91651.0
177.87,91991.0,-59.64,93857.0,-110.95,94793.0,-64.05,92312.0,-108.15,93176.0,,48.0,-41.72,92280.0,-83.58,93097.0
133.35,93515.0,,,,,-62.93,93849.0,-124.46,94785.0,,,-44.31,93825.0,-74.69,94737.0
