Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
98.91,2071.0,-107.24,3444.0,-99.54,4139.0,-118.02,2277.0,-128.59,2970.0,24.0,30.0,-118.02,2277.0,-128.59,2970.0
253.89,3262.0,-146.3,4625.0,-111.09,5287.0,-132.44,3460.0,-119.42,4162.0,31.0,23.0,-105.84,3436.0,-90.51,4132.0
267.54,4437.0,-150.57,5756.0,-89.88,6399.0,-146.3,4625.0,-116.97,5279.0,23.0,23.0,-92.68,4594.0,-94.92,5256.0
246.89,5569.0,-145.11,6872.0,-86.24,7438.0,-166.67,5749.0,-104.51,6391.0,23.0,99.0,-116.34,5726.0,-85.96,6368.0
218.96,6701.0,-160.44,7981.0,-85.47,8575.0,-157.78,6865.0,-122.92,7514.0,23.0,99.0,-126.42,6842.0,-79.87,7415.0
213.92,7810.0,-164.57,9079.0,-104.16,9751.0,-160.44,7981.0,-132.86,8613.0,23.0,30.0,-120.26,7958.0,-80.99,8514.0
211.89,8940.0,-140.49,10211.0,-99.4,10860.0,-164.57,9079.0,-123.13,9735.0,15.0,23.0,-117.39,9056.0,-94.15,9705.0
219.38,10054.0,-148.26,11312.0,-55.51,11777.0,-152.25,10203.0,-114.45,10845.0,24.0,183.0,-130.13,10188.0,-90.44,10822.0
256.76,11156.0,-147.07,12436.0,-146.37,13063.0,-148.26,11312.0,-95.69,11960.0,16.0,107.0,-111.37,11288.0,-55.51,11777.0
253.33,12281.0,-140.07,13535.0,-83.09,14180.0,-148.19,12429.0,-146.37,13063.0,24.0,15.0,-119.42,12413.0,-73.99,12956.0
227.08,13401.0,-153.79,14630.0,-105.84,15291.0,-140.07,13535.0,-100.31,14164.0,24.0,38.0,-112.28,13511.0,-90.44,14149.0
230.16,14472.0,-127.12,15748.0,-84.28,16319.0,-153.79,14630.0,-130.55,15276.0,15.0,100.0,-109.41,14606.0,-88.55,15238.0
217.21,15606.0,-112.42,16852.0,-90.23,17502.0,-146.02,15732.0,-133.56,16388.0,7.0,16.0,-109.97,15717.0,-82.11,16288.0
209.51,16734.0,-146.93,17945.0,-94.78,18600.0,-140.56,16836.0,-109.83,17487.0,15.0,38.0,-121.03,16829.0,-101.29,17471.0
