Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
420.0,1609.0,-270.41,2554.0,-221.27,2918.0,-224.98,1735.0,-280.07,2179.0,16.0,47.0,-224.98,1735.0,-280.07,2179.0
446.04,2437.0,-308.35,3340.0,-261.38,3760.0,-272.79,2562.0,-280.77,2958.0,16.0,38.0,-231.63,2546.0,-205.8,2911.0
465.36,3230.0,-286.3,4142.0,-273.56,4533.0,-308.35,3340.0,-268.8,3744.0,16.0,62.0,-213.29,3324.0,-199.01,3706.0
463.61,4024.0,-253.82,4942.0,-274.47,5334.0,-286.3,4142.0,-282.59,4549.0,8.0,63.0,-211.96,4126.0,-201.6,4487.0
463.82,4816.0,-302.68,5728.0,-278.81,6146.0,-296.73,4934.0,-276.29,5342.0,16.0,71.0,-276.43,4926.0,-208.6,5279.0
462.35,5601.0,-273.84,6532.0,-266.63,6956.0,-302.68,5728.0,-281.47,6154.0,8.0,54.0,-236.25,5712.0,-209.23,6083.0
434.42,6405.0,-273.56,7337.0,-281.96,7770.0,-282.1,6524.0,-272.09,6940.0,16.0,78.0,-241.01,6516.0,-203.35,6886.0
430.85,7210.0,-269.99,8156.0,-269.78,8606.0,-273.56,7337.0,-285.11,7778.0,16.0,55.0,-208.25,7321.0,-197.82,7700.0
450.24,8022.0,-267.61,8977.0,-289.38,9401.0,-269.99,8156.0,-270.27,8590.0,16.0,79.0,-206.57,8140.0,-206.78,8535.0
465.64,8858.0,-250.53,9785.0,-263.27,10204.0,-267.61,8977.0,-290.92,9409.0,8.0,63.0,-201.04,8961.0,-208.11,9330.0
437.99,9642.0,-287.98,10584.0,-274.54,11011.0,-264.88,9777.0,-271.04,10196.0,16.0,55.0,-232.05,9769.0,-200.9,10133.0
465.29,10465.0,-233.17,11392.0,-286.23,11809.0,-287.98,10584.0,-277.34,10995.0,8.0,71.0,-224.0,10568.0,-205.31,10940.0
455.77,11257.0,-266.98,12198.0,-272.72,12634.0,-264.46,11384.0,-290.22,11817.0,16.0,57.0,-240.24,11376.0,-206.36,11746.0
439.39,12079.0,-264.67,13022.0,-243.95,13479.0,-266.98,12198.0,-275.66,12626.0,16.0,47.0,-200.06,12182.0,-205.52,12569.0
445.2,12896.0,-256.34,13867.0,-276.71,14280.0,-264.67,13022.0,-257.04,13455.0,16.0,63.0,-209.86,13006.0,-208.04,13408.0
426.44,13741.0,-269.36,14693.0,-284.9,15111.0,-256.34,13867.0,-281.26,14288.0,16.0,71.0,-214.13,13851.0,-187.46,14225.0
429.66,14565.0,-244.72,15503.0,-286.02,15929.0,-269.36,14693.0,-290.71,15127.0,16.0,78.0,-195.65,14677.0,-203.49,15056.0
440.23,15373.0,-264.81,16315.0,-277.06,16749.0,-244.72,15503.0,-290.57,15937.0,15.0,78.0,-192.01,15487.0,-202.3,15859.0
464.73,16197.0,-257.39,17132.0,-274.96,17549.0,-276.15,16307.0,-277.06,16749.0,16.0,47.0,-185.85,16292.0,-204.96,16671.0
440.79,16995.0,-265.58,17937.0,-283.5,18378.0,-257.39,17132.0,-285.18,17541.0,16.0,70.0,-189.07,17116.0,-210.21,17494.0
443.87,17818.0,-227.71,18760.0,-272.37,19193.0,-265.58,17937.0,-283.5,18378.0,8.0,70.0,-201.11,17921.0,-204.4,18308.0
418.46,18626.0,-226.73,19598.0,-265.65,20047.0,-245.49,18752.0,-274.54,19201.0,8.0,62.0,-208.95,18744.0,-208.18,19131.0
409.92,19454.0,-243.88,20442.0,-279.09,20900.0,-236.53,19590.0,-268.73,20039.0,16.0,79.0,-213.64,19582.0,-203.07,19977.0
431.62,20324.0,-243.67,21304.0,-252.14,21764.0,-262.92,20450.0,-281.61,20908.0,16.0,70.0,-185.85,20434.0,-201.04,20829.0
423.43,21169.0,-252.7,22151.0,-262.29,22607.0,-243.67,21304.0,-258.16,21756.0,16.0,63.0,-182.49,21288.0,-198.94,21686.0
416.43,22032.0,-253.4,23002.0,-268.66,23441.0,-252.7,22151.0,-265.37,22592.0,16.0,86.0,-192.29,22135.0,-192.71,22529.0
439.25,22875.0,-258.79,23852.0,-281.05,24309.0,-253.4,23002.0,-269.92,23457.0,16.0,78.0,-198.8,22986.0,-186.27,23371.0
436.24,23726.0,-265.72,24706.0,-246.26,25179.0,-258.79,23852.0,-281.05,24309.0,24.0,55.0,-204.12,23836.0,-191.94,24231.0
430.5,24586.0,-227.64,25559.0,-285.04,25978.0,-265.79,24714.0,-277.27,25148.0,16.0,70.0,-186.13,24690.0,-200.41,25093.0
452.76,25433.0,-206.15,26376.0,-281.68,26804.0,-280.49,25551.0,-285.04,25978.0,8.0,79.0,-212.38,25535.0,-204.96,25908.0
458.92,26233.0,-254.94,27199.0,-262.36,27648.0,-255.5,26360.0,-284.27,26812.0,8.0,71.0,-229.53,26352.0,-206.5,26733.0
444.22,27072.0,-243.04,28013.0,-246.26,28487.0,-261.45,27191.0,-282.03,27640.0,16.0,71.0,-226.24,27183.0,-208.25,27569.0
448.0,27887.0,-234.43,28867.0,-255.22,29311.0,-265.93,28021.0,-265.23,28479.0,8.0,54.0,-198.38,28005.0,-204.61,28408.0
443.03,28740.0,-262.08,29691.0,-268.66,30117.0,-253.82,28859.0,-256.62,29287.0,8.0,79.0,-226.94,28851.0,-194.95,29233.0
457.17,29572.0,-226.1,30515.0,-271.6,30955.0,-265.02,29683.0,-273.49,30133.0,16.0,71.0,-207.27,29675.0,-187.95,30054.0
430.92,30395.0,-265.72,31358.0,-280.56,31814.0,-240.73,30523.0,-271.6,30955.0,16.0,79.0,-191.87,30507.0,-186.27,30884.0
443.17,31239.0,-241.99,32210.0,-268.8,32667.0,-265.72,31358.0,-280.56,31814.0,,,-210.77,31342.0,-206.64,31735.0
