Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
322.56,1477.0,-164.5,2672.0,-153.09,3145.0,-151.97,1642.0,-204.89,2221.0,24.0,102.0,-151.97,1642.0,-204.89,2221.0
379.47,2539.0,-161.56,3713.0,-227.99,4252.0,-198.94,2688.0,-218.26,3239.0,23.0,71.0,-138.11,2664.0,-145.11,3137.0
370.72,3564.0,-203.77,4695.0,-224.21,5239.0,-190.82,3705.0,-230.23,4221.0,24.0,95.0,-150.78,3682.0,-153.58,4150.0
376.04,4553.0,-182.35,5691.0,-229.53,6236.0,-203.77,4695.0,-230.3,5247.0,16.0,79.0,-149.1,4671.0,-160.79,5152.0
373.17,5549.0,-188.86,6694.0,-213.43,7254.0,-193.69,5683.0,-232.12,6228.0,15.0,71.0,-139.37,5667.0,-163.66,6149.0
375.41,6527.0,-172.83,7712.0,-221.34,8265.0,-198.17,6686.0,-220.43,7238.0,8.0,94.0,-155.26,6671.0,-168.7,7167.0
354.2,7570.0,-194.67,8723.0,-210.7,9301.0,-179.27,7704.0,-223.58,8280.0,16.0,79.0,-163.03,7696.0,-163.17,8186.0
376.46,8596.0,-196.7,9745.0,-211.26,10314.0,-194.67,8723.0,-214.2,9293.0,16.0,71.0,-145.04,8707.0,-159.95,9214.0
372.54,9618.0,-213.29,10765.0,-212.31,11339.0,-196.7,9745.0,-216.58,10298.0,16.0,78.0,-147.0,9729.0,-159.32,10227.0
371.98,10631.0,-205.31,11798.0,-225.33,12342.0,-213.29,10765.0,-212.31,11339.0,16.0,78.0,-158.2,10749.0,-155.61,11261.0
379.68,11671.0,-200.62,12809.0,-228.97,13369.0,-205.31,11798.0,-225.33,12342.0,16.0,86.0,-150.5,11782.0,-152.95,12264.0
376.04,12683.0,-177.59,13837.0,-222.32,14413.0,-200.62,12809.0,-229.6,13377.0,16.0,86.0,-161.42,12793.0,-163.52,13291.0
