Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
99.33,1724.0,-81.13,3030.0,-65.59,3551.0,-78.47,1928.0,-91.7,2555.0,32.0,116.0,-78.47,1928.0,-91.7,2555.0
216.51,2920.0,-95.76,4143.0,-88.55,4774.0,-113.68,3054.0,-101.64,3660.0,16.0,86.0,-61.95,3022.0,-64.75,3544.0
206.5,4009.0,-86.8,5226.0,-96.25,5849.0,-107.73,4135.0,-117.88,4743.0,16.0,55.0,-89.6,4119.0,-69.23,4657.0
202.79,5091.0,-94.5,6331.0,-99.54,6939.0,-103.11,5218.0,-113.82,5817.0,16.0,47.0,-89.88,5202.0,-81.48,5762.0
198.45,6197.0,-89.88,7406.0,-104.3,7987.0,-94.5,6331.0,-108.29,6915.0,15.0,54.0,-74.13,6315.0,-83.37,6868.0
215.88,7272.0,-95.34,8447.0,-111.09,9028.0,-104.3,7398.0,-104.3,7987.0,32.0,71.0,-82.74,7383.0,-82.04,7933.0
194.6,8328.0,-79.1,9527.0,-130.27,10086.0,-118.58,8463.0,-112.42,9044.0,9.0,78.0,-72.1,8431.0,-76.09,8973.0
214.27,9401.0,-124.88,10576.0,-89.81,11197.0,-105.7,9512.0,-133.07,10094.0,24.0,55.0,-87.57,9503.0,-76.65,10016.0
226.59,10441.0,-66.99,11665.0,-102.69,12255.0,-124.88,10576.0,-121.59,11173.0,8.0,47.0,-86.52,10552.0,-91.14,11118.0
217.98,11538.0,-114.73,12699.0,-126.35,13274.0,-98.28,11649.0,-120.26,12232.0,25.0,70.0,-90.51,11641.0,-95.97,12185.0
197.33,12589.0,-96.18,13779.0,-91.07,14393.0,-122.43,12708.0,-128.8,13289.0,16.0,39.0,-84.21,12683.0,-85.54,13219.0
