Peaks Value,Peaks Time,IC Detected Value,IC Detected Time,TO Detected Value,TO Detected Time,Where IC Should've Been Value,Where IC Should've Been Time,Where TO Should've Been Value,Where TO Should've Been Time,IC Delay,TO Delay,Inital Detected IC value,Initial Detected IC time,Initial Detected TO value,Initial Detected TO time
332.01,2199.0,-244.37,3327.0,-174.93,3761.0,-246.89,2364.0,-226.38,2911.0,7.0,69.0,-246.89,2364.0,-226.38,2911.0
376.46,3201.0,-206.43,4239.0,-238.7,4750.0,-244.37,3327.0,-233.66,3822.0,8.0,62.0,-208.95,3320.0,-168.42,3753.0
354.41,4120.0,-201.67,5144.0,-248.57,5652.0,-206.43,4239.0,-244.58,4742.0,15.0,69.0,-182.49,4231.0,-168.91,4680.0
376.39,5025.0,-183.12,6051.0,-234.43,6536.0,-228.55,5151.0,-248.57,5652.0,8.0,54.0,-167.72,5136.0,-169.4,5583.0
383.88,5918.0,-207.34,6938.0,-245.77,7425.0,-194.81,6043.0,-239.05,6521.0,8.0,62.0,-168.91,6035.0,-175.77,6467.0
361.76,6812.0,-208.74,7841.0,-243.04,8345.0,-212.31,6930.0,-245.77,7425.0,15.0,63.0,-185.57,6922.0,-173.95,7363.0
351.54,7700.0,-184.38,8753.0,-246.4,9250.0,-208.74,7841.0,-243.04,8345.0,8.0,62.0,-174.51,7826.0,-169.96,8282.0
365.19,8612.0,-228.27,9644.0,-213.01,10156.0,-194.18,8745.0,-249.62,9242.0,23.0,53.0,-167.93,8737.0,-178.36,9180.0
361.9,9510.0,-142.73,10567.0,-246.75,11043.0,-235.13,9652.0,-241.43,10140.0,8.0,62.0,-163.59,9629.0,-178.92,10087.0
364.56,10425.0,-188.93,11461.0,-230.16,11955.0,-195.44,10552.0,-246.75,11043.0,8.0,54.0,-169.75,10544.0,-173.11,10981.0
358.47,11326.0,-187.25,12342.0,-242.48,12847.0,-202.58,11453.0,-230.79,11947.0,15.0,62.0,-180.6,11445.0,-171.71,11893.0
366.1,12231.0,-240.1,13255.0,-241.29,13758.0,-243.53,12349.0,-242.48,12847.0,15.0,61.0,-144.13,12334.0,-169.4,12785.0
344.47,13105.0,-255.22,14176.0,-255.08,14670.0,-240.1,13255.0,-241.29,13758.0,16.0,62.0,-169.54,13240.0,-166.95,13697.0
359.52,14033.0,-187.67,15088.0,-229.67,15595.0,-255.22,14176.0,-255.08,14670.0,15.0,50.0,-213.01,14160.0,-172.41,14608.0
371.0,14954.0,-228.13,16011.0,-234.43,16506.0,-231.91,15080.0,-241.15,15579.0,15.0,47.0,-186.55,15065.0,-177.38,15529.0
366.52,15862.0,-232.75,16907.0,-227.85,17393.0,-249.9,16003.0,-243.6,16491.0,15.0,54.0,-188.65,15988.0,-188.16,16444.0
367.22,16765.0,-189.84,17832.0,-235.9,18322.0,-232.75,16907.0,-227.85,17393.0,7.0,63.0,-181.79,16892.0,-169.82,17339.0
357.07,17675.0,-221.97,18748.0,-223.58,19235.0,-219.1,17824.0,-242.41,18330.0,15.0,39.0,-195.44,17817.0,-170.73,18267.0
346.36,18599.0,-238.28,19668.0,-256.83,20153.0,-221.97,18748.0,-246.12,19228.0,23.0,60.0,-174.58,18733.0,-172.83,19189.0
354.48,19534.0,-140.21,20600.0,-150.99,21016.0,-241.85,19675.0,-259.35,20160.0,8.0,78.0,-172.76,19652.0,-172.62,20100.0
354.41,20450.0,-179.06,21526.0,-207.41,22062.0,-183.75,20592.0,-247.66,21094.0,8.0,47.0,-183.26,20584.0,-150.99,21016.0
375.27,21377.0,-204.26,22456.0,-214.06,23010.0,-217.7,21511.0,-231.98,22047.0,15.0,54.0,-182.21,21503.0,-186.9,22000.0
373.24,22321.0,-224.0,23418.0,-221.48,23943.0,-227.78,22463.0,-229.74,23002.0,16.0,69.0,-170.59,22448.0,-175.07,22948.0
356.44,23277.0,-192.5,24383.0,-231.77,24895.0,-224.0,23418.0,-225.61,23958.0,8.0,62.0,-167.44,23402.0,-166.46,23889.0
374.08,24241.0,-180.53,25317.0,-233.94,25834.0,-202.3,24375.0,-231.77,24895.0,7.0,70.0,-178.08,24367.0,-164.43,24833.0
358.89,25176.0,-188.72,26241.0,-216.16,26782.0,-204.12,25309.0,-233.94,25834.0,23.0,62.0,-178.15,25302.0,-162.68,25764.0
355.32,26108.0,-252.7,27193.0,-245.0,27704.0,-223.72,26256.0,-221.13,26775.0,16.0,70.0,-151.62,26233.0,-163.17,26713.0
365.19,27066.0,-160.23,28127.0,-224.84,28636.0,-252.7,27193.0,-245.0,27704.0,8.0,62.0,-166.11,27177.0,-164.85,27634.0
354.48,27985.0,-232.96,29044.0,-231.77,29560.0,-233.59,28112.0,-228.76,28629.0,16.0,61.0,-204.26,28104.0,-167.51,28567.0
367.43,28910.0,-180.74,29980.0,-220.36,30505.0,-232.96,29044.0,-233.73,29552.0,9.0,62.0,-200.76,29028.0,-167.02,29491.0
351.68,29843.0,-227.29,30922.0,-222.6,31456.0,-197.96,29972.0,-220.36,30505.0,15.0,62.0,-176.75,29963.0,-163.1,30443.0
367.78,30796.0,-204.05,31872.0,-206.22,32430.0,-227.29,30922.0,-222.6,31456.0,23.0,61.0,-172.76,30907.0,-163.45,31394.0
354.97,31731.0,-178.22,32848.0,-218.19,33367.0,-216.58,31880.0,-215.95,32422.0,8.0,62.0,-150.15,31857.0,-157.43,32361.0
355.39,32698.0,-194.88,33793.0,-221.62,34326.0,-192.99,32841.0,-218.19,33367.0,15.0,62.0,-179.06,32833.0,-158.2,33305.0
353.29,33650.0,-219.66,34750.0,-193.13,35311.0,-212.24,33785.0,-221.62,34326.0,16.0,54.0,-166.74,33770.0,-157.08,34264.0
360.08,34609.0,-187.11,35732.0,-205.31,36269.0,-219.66,34750.0,-207.76,35296.0,15.0,61.0,-170.1,34734.0,-164.29,35242.0
370.02,35592.0,-174.65,36705.0,-208.74,37254.0,-203.49,35724.0,-205.31,36269.0,,,-159.18,35709.0,-154.98,36208.0
